genre,year,actors,movie_name,directors,id,duration
Documentary,2013.0,,Somewhere Between,Linda Goldstein Knowlton,1801,
Drama,2012.0,"Lea Thompson,John Shea,Danielle Harris,Keri Lynn Pratt,Rainy Kerwin",The Trouble with the Truth,,1802,
"Action, Crime, Thriller",2013.0,"Arnold Schwarzenegger,Forest Whitaker,Eduardo Noriega,Luis Guzman,Peter Stormare,Johnny Knoxville",The Last Stand,Jee-woon Kim,1803,107 minutes
Horror,2013.0,"Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,Isabelle Nelisse,Daniel Kash",Mama,Andy Muschietti,1804,100 minutes
Drama,2013.0,"Common,Michael Rainey Jr.,Dennis Haysbert,Danny Glover,Charles S. Dutton,Lonette McKee",LUV,Sheldon Candis,1805,95 minutes
Documentary,2012.0,,West of Memphis,Amy Berg,1806,150 minutes
"Mystery, Thriller",2013.0,"Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,Jeffrey Wright,Barry Pepper,Kyle Chandler,Griffin Dunne,Natalie Martinez",Broken City,Allen Hughes,1807,109 minutes
"Comedy, Drama",2012.0,"Jacob Wysocki,Matt O'Leary,Billy Campbell,Lili Simmons,Dylan Arnold",Fat Kid Rules the World,Matthew Lillard,1808,
"Action, Comedy, Romance",2012.0,"Dax Shepard,Tom Arnold,Kristen Bell,Kal Bennett,Beau Bridges,Kristin Chenoweth,Bradley Cooper,Michael Rosenbaum,Jess Rowland",Hit and Run,"Dax Shepard,David Palmer",1809,100 minutes
Comedy,2012.0,"Frank Langella,Peter Sarsgaard,Susan Sarandon,Liv Tyler,James Marsden,Jeremy Strong,Jeremy Sisto",Robot & Frank,Jake Schreier,1810,85 minutes
"Comedy, Drama, Foreign",2012.0,"Mathieu Amalric,Maria de Medeiros,Edouard Baer,Golshifteh Farahani,Isabella Rossellini",Chicken with Plums,"Marjane Satrapi,Vincent Paronnaud",1811,93 minutes
"Comedy, Crime, Foreign, Thriller",2012.0,"Jean Paul Rouve,Sophie Quinton,Guillaume Gouix,Olivier Rabourdin,Arsinee Khanjian",Nobody Else But You,Gerald Hustache-Mathieu,1812,102 minutes
"Comedy, Drama, Foreign, Music",1962.0,"Corinne Marchand,Antoine Bourseiller,Dominique Davray,Dorothée Blanck",Cléo from 5 to 7,Agnès Varda,1813,90 minutes
"Action, Thriller",2012.0,"Joseph Gordon-Levitt,Michael Shannon,Daniela Ramirez,Lauren Ashley Carter,Jamie Chung,Wole Parks",Premium Rush,David Koepp,1814,91 minutes
"Crime, Drama",2012.0,"Shia LaBeouf,Tom Hardy,Jason Clarke,Guy Pearce,Jessica Chastain,Gary Oldman",Lawless,John Hillcoat,1815,115 minutes
Comedy,2012.0,"Lauren Miller,Ari Graynor,Justin Long,Mimi Rogers,Nia Vardalos,Seth Rogen",For a Good Time Call...,Jamie Travis,1816,85 minutes
"Drama, Foreign",2012.0,"Anders Danielsen Lie,Hans Olav Brenner,Ingrid Olava","Oslo, August 31",,1817,95 minutes
"Drama, Thriller",2012.0,"Ann Dowd,Dreama Walker,Pat Healy,Philip Ettinger",Compliance,,1818,90 minutes
"Horror, Thriller",2012.0,,The Possession,,1819,92 minutes
Comedy,2012.0,"Mike Birbiglia,Lauren Ambrose,Cristin Milioti,Loudon Wainwright III,James Rebhorn,Carol Kane",Sleepwalk with Me,"Mike Birbiglia,Seth Barrish",1820,90 minutes
"Drama, Horror, Thriller",2012.0,"Rebecca Hall,Dominic West,Imelda Staunton,Shaun Dooley,Joseph Mawle",The Awakening,Nick Murphy,1821,107 minutes
,2012.0,,Little White Lies,,1822,80 minutes
"Drama, Thriller",2012.0,"Bradley Cooper,Dennis Quaid,Zoe Saldana,Olivia Wilde,Jeremy Irons",The Words,,1823,96 minutes
Drama,2012.0,"Robert Pattison,Juliette Binoche,Jay Baruchel,Paul Giamatti,Samantha Morton,Sarah Gadon",Cosmopolis,,1824,109 minutes
Drama,2012.0,"Clarke Peters,Jules Brown,Toni Lysaith,Heather Alicia Simms,De’Adre Aziza,Thomas Jefferson Byrd,Spike Lee",Red Hook Summer,Spike Lee,1825,135 minutes
Documentary,2012.0,,Detropia,,1826,93 minutes
Drama,2012.0,"Paul Dano,Jon Heder,Shaylena Mandigo,Jena Malone",For Ellen,,1827,93 minutes
Drama,2012.0,"Mary Elizabeth Winstead,Aaron Paul,Octavia Spencer,Nick Offerman,Megan Mullally,Mary Kay Place",Smashed,James Ponsoldt,1828,85 minutes
Drama,2012.0,"Aggeliki Papoulia,Aris Servetalis,Johnny Vekris,Ariane Labed,Maria Kirozi",Alps,Giorgos Lanthimos,1829,93 minutes
"Documentary, Drama, Foreign",2012.0,,Samsara,Ron Fricke,1830,102 minutes
,2012.0,"Catherine Deneuve,Milos Forman,Chiara Mastroianni",Beloved,,1831,
"Drama, Thriller",2012.0,"Richard Gere,Susan Sarandon,Tim Roth,Brit Marling,Laetitia Casta",Arbitrage,,1832,100 minutes
"Comedy, Drama, Romance",2012.0,"Melanie Lynskey,Christopher Abbott,Blythe Danner,John Rubinstein,Julie White,Dan Futterman",Hello I Must Be Going,Todd Louiso,1833,95 minutes
"Crime, Drama, Mystery, Thriller",2012.0,"Jake Gyllenhaal,Michael Pena,Natalie Martinez,Annna Kendrick,Frank Grillo,David Harbour",End of Watch,,1834,109 minutes
"Action, Drama, Foreign",2012.0,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Laura Dern,Christopher Evan Welch,Patty McCormack",The Master,,1835,137 minutes
Drama,2012.0,"Amy Adams,John Goodman,Justin Timberlake,Joe Massingil,Chelcie Ross,Bob Gunton,Robert Patrick,Clint Eastwood",Trouble with the Curve,Robert Lorenz,1836,111 minutes
"Comedy, Drama",2012.0,"Josh Radnor,Elizabeth Olsen,Richard Jenkins,Zac Efron,Allison Janney,John Magaro",Liberal Arts,,1837,97 minutes
Drama,2012.0,"Maggie Gyllenhaal,Viola Davis,Rosie Perez,Holly Hunter,Oscar Isaac,Bill Nunn",Won't Back Down,Daniel Barnz,1838,121 minutes
Documentary,2012.0,,Head Games,Steve James,1839,96 minutes
Documentary,2012.0,,How to Survive a Plague,David France,1840,120 minutes
"Action, Science Fiction, Thriller",2012.0,"Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Jeff Daniels",Looper,,1841,118 minutes
"Drama, Romance",2012.0,"Logan Lerman,Emma Watson,Ezra Miller,Kate Walsh,Dylan McDermott,Melanie Lynskey,Paul Rudd,Mae Whitman",The Perks of Being a Wallflower,,1842,103 minutes
"Comedy, Music",2012.0,"Anna Kendrick,Skylar Astin,Ben Platt,Brittany Snow,Rebel Wilson,Anna Camp,Alexis Knapp",Pitch Perfect,Jason Moore,1843,112 minutes
,2012.0,"Jurgen Rissmann,Thomas Wodianka,Reiner Schone,Eva-Katrin Hermann",Snowman's Land,,1844,
Documentary,2012.0,,Escape Fire: The Fight to Rescue American Healthcare,,1845,100 minutes
Drama,2012.0,"Ashley Hinshaw,Heather Graham,James Franco,Dev Patel,Lili Taylor",About Cherry,Stephen Elliott,1846,102 minutes
"Animation, Comedy, Horror",2012.0,"Charlie Tahan,Martin Short,Catherine O'Hara,Martin Landau,Winona Ryder",Frankenweenie,Tim Burton,1847,87 minutes
Thriller,2012.0,"McConaughey,Zac Efron,John Cusack,Nicole Kidman,David Oyelowo,Macy Gray,Scott Glenn",The Paperboy,Lee Daniels,1848,107 minutes
,2012.0,"Daniel Auteuil,Astrid Berges-Frisbey,Kad Merad,Nicolas Duvauchelle",The Well-Digger's Daughter,Daniel Auteuil,1849,
"Documentary, Foreign",2012.0,"Mads Bruegger,Eva Jakobsen,Colin Evans",The Ambassador,Mads Bruegger,1850,97 minutes
,2012.0,,V/H/S,"Adam Wingard,Radio Silence,Joe Swanberg",1851,116 minutes
"Action, Crime, Drama, Thriller",2012.0,"Liam Neeson,Famke Janssen,Maggie Grace,Rade Sherbedgia,D.B. Sweeney",Taken 2,Olivier Megaton,1852,91 minutes
Horror,2012.0,"Ethan Hawke,Juliet Rylance,Vincent D'Onoforio,James Ransone",Sinister,Scott Derrickson,1853,110 minutes
Drama,2012.0,"Elliott Gould,Fred Melamed,Stephanie Roth Haberle,Judith Roberts",Fred Won't Move Out,,1854,74 minutes
"Drama, Thriller",2012.0,"Ben Afffleck,Bryan Cranston,John Goodman,Victor Garber,Alan Arkin,Tate Donovan",Argo,Ben Affleck,1855,120 minutes
,2012.0,"Jason Cortlund,Tiffany Esteb,Almex Lee,Gabrielle Maisels","Now, Forager: A Film About Love and Fungi","Jason Cortlund,Julia Halperin",1856,
Documentary,2012.0,,You've Been Trumped,Anthony Baxter,1857,95 minutes
Drama,2012.0,"Emayatzy Corinealdi,David Oyelowo,Omari Hardwick,Lorraine Toussaint,Edwina Findley",Middle of Nowhere,,1858,
Drama,2012.0,"Bill Skarsgard,Stefan Godicke,Karl Linnertorp,Jan Josef Liefers",Simon and the Oaks,Lisa Ohlin,1859,122 minutes
Documentary,2012.0,,The House I Live In,,1860,110 minutes
"Action, Comedy, Thriller",2012.0,"Colin Farrell,Sam Rockwell,Christopher Walken,Woody Harrelson,Tom Waits",Seven Psychopaths,,1861,109 minutes
"Crime, Drama, Foreign, Thriller",2012.0,"Joel Kinnaman,Matias Varela,Dragomir Mrsic,Lisa Henni,Dejan Cukic",Easy Money,Daniel Espinosa,1862,124 minutes
"Action, Crime, Drama, Thriller",2012.0,"Tyler Perry,Edward Burns,Matthew Fox,Jean Reno,Carmen Ejogo",Alex Cross,Rob Cohen,1863,101 minutes
"Drama, Romance",2012.0,"John Hawkes,Helen Hunt,William H. Macy,Moon Bloodgood,Annika Marks",The Sessions,,1864,98 minutes
Thriller,2012.0,"Richard Coyle,Bronson Webb,Agyness Deyn,Mem Ferda,Zlatko Buric,Paul Kaye",Pusher,Luis Prieto,1865,86 minutes
"Drama, Romance",2012.0,"Thure Lindhardt,Zachary Booth,Julianne Nicholson,Paprika Steen,Souleymane Sy Savane",Keep the Lights On,,1866,101 minutes
,2012.0,,The American Scream,Michael Paul Stephenson,1867,
"Drama, Sport",2012.0,"Gerard Butler,Jonny Weston,Elisabeth Shue,Abigail Spencer,Taylor Handley",Chasing Mavericks,"Michael Apted,Curtis Hanson",1868,117 minutes
"Drama, Science Fiction",2012.0,"Halle Berry,Hugh Grant,Jim Broadbent,Hugh Weaving,Susan Sarandon,Tom Hanks",Cloud Atlas,,1869,172 minutes
,2012.0,"Emmanuelle Devos,Pascal Elbe,Jules Sitruk,Mehdi Dehbi,Khalifa Natour,Mahmood Shalabi",The Other Son,Lorraine Levy,1870,
,1952.0,,The Life of Oharu,,1871,148 minutes
Documentary,2012.0,,Brooklyn Castle,Katie Dellamaggiore,1872,101 minutes
Drama,2012.0,"Gael Garcia Bernal,Hani Furstenberg,Bidzina Gujabidze",The Loneliest Planet,,1873,113 minutes
Drama,2012.0,"Denzel Washington,Don Cheadle,John Goodman,Brian Geraghty,Bruce Greenwood,Nadine Velazquez",Flight,Robert Zemeckis,1874,138 minutes
"Drama, Foreign",2012.0,"Tao Zhao,Rade Sherbedgia,Marco Paolini,Roberto Citran,Giuseppe Battiston",Shun Li and the Poet,,1875,100 minutes
"Documentary, Foreign",2012.0,,The Flat,,1876,97 minutes
"Drama, Thriller",2012.0,"Donald Pleasence,Gary Bond,Jack Thompson,Chips Rafferty,Sylvia Kay,Peter Whittle",Wake in Fright,Ted Kotcheff,1877,114 minutes
"Animation, Comedy, Family",2012.0,"John C. Reilly,Jack McBrayer,Jane Lynch,Alan Tudyk,Ed O'Neill,Sarah Silverman",Wreck-It Ralph,,1878,104 minutes
"Drama, Foreign, History, Romance",2012.0,"Mads Mikkelsen,Alicia Vikander,Mikkel Boe Folsgaard",A Royal Affair,Nikolaj Arcel,1879,137 minutes
Drama,2012.0,"Olivia Thirlby,John Krasinski,Rosemarie DeWitt,Dylan McDermott,Rhys Wakefield,Justin Kirk",Nobody Walks,Ry Russo-Young,1880,83 minutes
,2012.0,"Kether Donohue,Frank Deal,Kristen Connolly,Christopher Denham",The Bay,Barry Levinson,1881,84 minutes
Drama,2012.0,"Philip Seymour Hoffman,Christopher Walken,Catherine Keener,Mark Ivanir,Imogene Poots,Anne-Sofie von Otter,Madhur Jaffrey",A Late Quartet,Yaron Zilberman,1882,105 minutes
Drama,2012.0,"Melissa Leo,Victoria Charkut,Keith Leonard,Mike Halstead,Dave Clark",Francine,,1883,
,2012.0,"Melissa Engle,Gregory Anderson,Marika Engelhardt,Levi Holloway,Duncan Riddell,Caroline Neff",Older Children,,1884,
"Drama, Foreign",2012.0,"Denis Lavant,Edith Scob,Eva Mendes,Kylie Minogue,Michel Piccoli",Holy Motors,,1885,115 minutes
"Action, Adventure, Thriller",2012.0,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Ben Whishaw,Albert Finney",Skyfall,Sam Mendes,1886,143 minutes
"Documentary, Drama, War",2012.0,"Daniel Day-Lewis,Sally Field,David Strathairn,Tommy Lee Jones",Lincoln,Steven Spielberg,1887,149 minutes
"Drama, Foreign",2012.0,"Sean Penn,Frances McDormand,Eve Hewson,Judd Hirsch,Kerry Condon,Harry Dean Stanton,Joyce Van Patten",This Must Be the Place,Paolo Sorrentino,1888,118 minutes
"Drama, Mystery, Romance, Thriller",2001.0,,Mulholland Dr.,,1889,147 minutes
"Comedy, Drama, Foreign",2012.0,"Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,Chris Tucker,Julia Stiles",Silver Linings Playbook,,1890,122 minutes
"Drama, Foreign, Romance",2012.0,"Keira Knightley,Aaron Taylor-Johnson,Jude Law,Domhnall Gleeson,Alicia Vikander,Matthew MacFadyen",Anna Karenina,Joe Wright,1891,130 minutes
Documentary,2012.0,,Chasing Ice,Jeff Orlowski,1892,74 minutes
"Adventure, Drama, Family, Fantasy, Romance",2012.0,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Billy Burke,Peter Facinelli,Elizabeth Reaser,Kellan Lutz,Nikki Reed,Jackson Rathbone,Ashley Greene,Michael Sheen,Dakota Fanning,Mackenzie Foy",The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,1893,115 minutes
,2012.0,,Mea Maxima Culpa: Silence In The House of God,Alex Gibney,1894,106 minutes
"Action, Adventure, Drama",2012.0,"Suraj Sharma,Tabu,Gerard Depardieu,Rafe Spall",Life of Pi,Ang Lee,1895,127 minutes
"Drama, Fantasy, Foreign",1973.0,"Ana Torrent,Isabel Telleria,Teresa Gimpera,Jose Villasante,Juan Margallo",Spirit of the Beehive,,1896,97 minutes
"Adventure, Animation",2012.0,"Chris Pine,Alec Baldwin,Jude Law,Isla Fisher,Hugh Jackman",Rise of the Guardians,Peter Ramsey,1897,97 minutes
"Action, Thriller",2012.0,"Chris Hemsworth,Josh Hutcherson,Josh Peck,Isabel Lucas,Connor Cruise,Adrianne Palicki,Brett Cullen",Red Dawn,Dan Bradley,1898,114 minutes
"Crime, Thriller",2012.0,"Brad Pitt,Ray Liotta,Scoot McNairy,James Gandolfini,Richard Jenkins,Ben Mendelsohn,Sam Shepard",Killing Them Softly,,1899,104 minutes
"Animation, Fantasy, Foreign",2012.0,,Tales of the Night,,1900,
Drama,2012.0,"Anthony Hopkins,Helen Mirren,Scarlett Johansson,Jessica Biel,Toni Collette,James D'Arcy",Hitchcock,Sacha Gervasi,1901,98 minutes
,2012.0,"David Pevsner,Tim Kazurinsky,Bruce Vilanch,Rusy Schwimmer,Christopher Allen",Scrooge & Marley,Richard Knight Jr,1902,
"Drama, Romance",2012.0,"Kaya Scodelario,James Howson,Lee Shaw,Paul Hilton",Wuthering Heights,Andrea Arnold,1903,129 minutes
"Drama, Foreign, Romance",2012.0,"Robert Pattinson,Uma Thurman,Kristin Scott Thomas,Christina Ricci,Colm Meaney",Bel Ami,"Declan Donnellan,Nick Ormerod",1904,102 minutes
,2012.0,"Tomer Sisley,Serge Riaboukine,Samy Seghir,Dominique Bettenfeld,Joey Starr",Sleepless Night,Frederic Jardin,1905,
"Comedy, Indie",2012.0,"Adrien Brody,Matthew Bush,Sean Marquette,Michael Chiklis,Colin Hanks,Mykelti Williamson",High School,John Stalberg Jr,1906,99 minutes
"Comedy, Fantasy, Romance",2012.0,"Paul Dano,Zoe Kazan,Antonio Banderas,Annette Bening,Steve Coogan,Elliott Gould,Chris Messina",Ruby Sparks,"Jonathan Dayton,Valerie Faris",1907,104 minutes
"Comedy, Drama, Foreign",2012.0,"Francois Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot",The Intouchables,,1908,112 minutes
"Comedy, Foreign",2012.0,"Ricardo Darin,Ignacio Huang,Muriel Santa Ana,Ivan Romanelli",Chinese Take-Away,,1909,
Drama,2012.0,"Jared Gilman,Kara Hayward,Bruce Willis,Edward Norton,Bill Murray,Frances McDormand,Tilda Swinton,Jason Schwartzman,Bob Balaban,Harvey Keitel",Moonrise Kingdom,Wes Anderson,1910,94 minutes
"Action, Adventure, Drama, Fantasy",2012.0,"Kristen Stewart,Charlize Theron,Chris Hemsworth,Sam Claflin",Snow White and the Huntsman,Rupert Sanders,1911,127 minutes
Comedy,2012.0,"Anna Margaret Hollyman,Andre Holland","Small, Beautifully Moving Parts",,1912,73 minutes
"Comedy, Drama, Foreign, Romance",2012.0,"William Hurt,Isabella Rossellini,Joanna Lumley,Simon Callow",Late Bloomers,,1913,88 minutes
"Action, Horror, Science Fiction, Thriller",2012.0,"Noomi Rapace,Michael Fassbender,Logan Marshall-Green,Charlize Theron,Idris Elba",Prometheus,Ridley Scott,1914,124 minutes
"Comedy, Drama, Musical",1954.0,,French Cancan,,1915,102 minutes
Comedy,2012.0,"Natalie West,Tyler Ross,Conor McCahill,Gaby Hoffmann,Charles Solomon Jr.",Nate and Margaret,Nathan Adloff,1916,79 minutes
"Drama, Foreign, Romance",2012.0,"Juliette Binoche,Anais Demoustier,Joanna Kulig",Elles,Malgoska Szumowska,1917,99 minutes
"Comedy, Drama, Foreign",2012.0,"Judi Dench,Maggie Smith,Bill Nighy,Penelope Wilton,Tom Wilkinson,Celia Imrie,Ronald Pickup,Dev Patel,Tena Desae",The Best Exotic Marigold Hotel,John Madden,1918,124 minutes
"Comedy, Drama, Romance",2012.0,"Jane Fonda,Catherine Keener,Elizabeth Olsen,Nat Wolff,Jeffrey Dean Morgan,Chace Crawford,Kyle MacLachlan,Marissa O’Donnell,Rosanna Arquette","Peace, Love & Misunderstanding",Bruce Beresford,1919,96 minutes
Documentary,2012.0,,Surviving Progress,,1920,86 minutes
"Action, Drama, Thriller",2012.0,"Jason Patric,Isabella Rossellini,Louis Negin,Udo Kier,David Wontner",Keyhole,Guy Maddin,1921,94 minutes
"Drama, Music",2012.0,"Jordin Sparks,Whitney Houston,Derek Luke,Mike Epps,Carmen Ejogo,Tika Sumpter,Omari Hardwick,Cee Lo Green",Sparkle,Salim Akil,1922,116 minutes
"Drama, Horror, Mystery",2012.0,"Johnny Depp,Michelle Pfeiffer,Helena Bonham-Carter,Eva Green,Jonny Lee Miller,Chloe Grace Moretz",Dark Shadows,Tim Burton,1923,113 minutes
"Action, Drama, History, Thriller",2012.0,"Ge You,Hai Qing,Wang Xueqi,Vincent Zhao,Fan Bingbing",Sacrifice,,1924,128 minutes
Foreign,2012.0,,El Velador,Natalia Almada,1925,72 minutes
Comedy,2012.0,"Sacha Baron Cohen,Anna Faris,Megan Fox,Jason Mantzoukas,Ben Kingsley,John C. Reilly",The Dictator,Larry Charles,1926,83 minutes
Comedy,2012.0,"Dana Pupkin,Eric Hailey,Bill Redding,Joel Wiersema",Qwerty,Bill Sebastian,1927,
"Mystery, Thriller",2012.0,"Sigourney Weaver,Robert De Niro,Cillian Murphy,Elizabeth Olsen,Joely Richardson,Toby Jones",Red Lights,,1928,119 minutes
"Drama, Music, Romance",2012.0,"Kathryn McCormick,Ryan Guzman,Peter Gallagher,Cleopatra Coleman,Adam G. Sevani",Step Up Revolution,Scott Speer,1929,99 minutes
"Comedy, Science Fiction",2012.0,"Ben Stiller,Vince Vaughn,Jonah Hill,Richard Ayoade,Rosemarie DeWitt,Will Forte,R. Lee Ermey",The Watch,Akiva Schaffer,1930,98 minutes
"Action, Adventure, Science Fiction, Thriller",2012.0,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston,Bokeem Woodbine,Bill Nighy",Total Recall,Len Wiseman,1931,121 minutes
"Comedy, Drama, Thriller",2012.0,"Matthew McConaughey,Emile Hirsch,Juno Temple,Thomas Haden Church,Gina Gershon",Killer Joe,William Friedkin,1932,102 minutes
Documentary,2012.0,"Blake J. Evans,Chris Gates,Julia Schell,Tim Intravia,Bill Weeden",Bill W.,"Dan Carracino,Kevin Hanlon",1933,104 minutes
Documentary,2012.0,,The Queen of Versailles,Lauren Greenfield,1934,100 minutes
"Adventure, Comedy",2012.0,"Paul Schneider,Olivia Munn,Kevin Heffernan,Wood Harris,Nat Faxon,Aisha Tyler,Collette Wolfe",The Babymakers,Jay Chandrasekhar,1935,93 minutes
"Comedy, Drama, Romance",2012.0,"Meryl Streep,Tommy Lee Jones,Steve Carell",Hope Springs,David Frankel,1936,100 minutes
"Action, Thriller",2012.0,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Albert Finney,David Strathairn",The Bourne Legacy,,1937,120 minutes
Comedy,2012.0,"Will Ferrell,Zach Galifianakis,Jason Sudeikis,Dylan McDermott,Katherine LaNasa,Sarah Baker,John Lithgow,Dan Aykroyd,Brian Cox",The Campaign,Jay Roach,1938,97 minutes
,2012.0,"Joan Dameron Chrisler,Carol Briggs",The Curators of Dixon School,,1939,80 minutes
"Drama, Foreign",2012.0,"Andy Lau,Deanie Ip,Paul Chun,Fuli Wang",A Simple Life,Ann Hui,1940,118 minutes
Documentary,2012.0,,Searching for Sugar Man,,1941,85 minutes
,2012.0,"Vikram Gandhi,Purva Bedi,Kristin Calgaro",Kumare,Vikram Gandhi,1942,
,2012.0,"Andre Dussollier,Carole Bouquet,Melanie Thierry,Adriana Asti,Mauro Conte,Alexis Loret,Zoe Duthion",Unforgiveable,Andre Techine,1943,
"Comedy, Drama, Family, Fantasy",2012.0,"Jennifer Garner,Joel Edgerton,CJ Adams,Odeya Rush,Shohreh Aghdashloo,Rosemarie DeWitt,David Morse,M. Emmet Walsh,Lois Smith,Manuel Miranda,Dianne Wiest,Ron Livingston,James Rebhorn,Cal Common",The Odd Life of Timothy Green,,1944,105 minutes
"Comedy, Drama, Romance",2012.0,"Rashida Jones,Andy Samberg,Ari Graynor,Eric Christian Olsen,Elijah Wood,Will McCormack",Celeste and Jesse Forever,Lee Toland Krieger,1945,91 minutes
"Comedy, Drama",2012.0,"Jesse Eisenberg,Melissa Leo,Tracy Morgan,Paul Calderon,Isiah Whitlock Jr.",Why Stop Now,,1946,88 minutes
Comedy,2012.0,"Julie Delpy,Chris Rock,Albert Delpy,Kate Burton,Dylan Baker",2 Days in New York,Julie Delpy,1947,91 minutes
"Crime, Foreign, Thriller",2012.0,"Aksel Hennie,Nikolaj Coster-Waldau",Headhunters,Morten Tyldum,1948,100 minutes
"Comedy, Drama, Foreign",2012.0,"Eva Mendes,Cierra Ramirez,Patricia Arquette,Matthew Modine,Raini Rodriguez,Landon Liboiron,Eugenio Derbez,Richard Harmon,Russell Peters,Brenna O’Brien",Girl in Progress,Patricia Riggen,1949,93 minutes
"Comedy, Drama",2012.0,"Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,Melinda Page Hamilton,Rich McDonald",God Bless America,,1950,104 minutes
Drama,2012.0,"Christopher Denham,Nicole Vicius,Brit Marling",The Sound of My Voice,Zal Batmanglij,1951,85 minutes
"Comedy, Drama, Foreign, Romance",1967.0,"Patrick Bauchau,Haydée Politoff",La Collectionneuse,Eric Rohmer,1952,89 minutes
"Action, Science Fiction, Thriller, War",2012.0,"Taylor Kitsch,Alexander Skarsgard,Rihanna,Brooklyn Decker,Liam Neeson,Hamish Linklater",Battleship,Peter Berg,1953,131 minutes
Thriller,2012.0,"Luke Kirby,Ruth Negga,Tom Wilkinson,Deborah Kara Unger,Gil Bellows",The Samaritan,David Weaver,1954,90 minutes
"Comedy, Drama, Foreign",2012.0,"Nadine Labaki,Leyla Hakim,Yvonne Maalouf,Antoinette Noufaily",Where Do We Go Now?,Nadine Labaki,1955,110 minutes
"Comedy, Drama, Romance",2012.0,"Cameron Diaz,Jennifer Lopez,Elizabeth Banks,Chace Crawford,Brooklyn Decker,Anna Kendrick,Matthew Morrison,Ben Falcone,Dennis Quaid,Chris Rock,Rodrigo Santoro",What to Expect When You're Expecting,Kirk Jones,1956,110 minutes
"Drama, Foreign",2012.0,"Kaoru Kobayashi,Kippei Shiina",Quill: The Life of a Guide Dog,Yoichi Sai,1957,100 minutes
"Comedy, Crime, Drama",2012.0,"Jack Black,Shirley MacLaine,Matthew McConaughey,Brandon Smith",Bernie,Richard Linklater,1958,100 minutes
"Crime, Drama, Foreign",2012.0,"Karin Viard,Joey Starr,Marina Fois,Nicolas Duvauchelle,Maïwenn Le Besco,Karole Rocher",Polisse,,1959,127 minutes
"Comedy, Drama",2012.0,"Chloe Grace Moretz,Blake Lively,Alec Baldwin,Eddie Redmayne,Juliette Lewis,Anson Mount,Rory Culkin",Hick,Derick Martini,1960,99 minutes
,2012.0,"Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,Michael Stuhlbarg,Alice Eve,David Rasche",Men in Black III,Barry Sonnenfeld,1961,
,2012.0,"Krister Henriksson,Lena Endre,Sverrir Gudnason,Jens Hulten",Henning Mankell's Wallander,Charlotte Brandstrom,1962,
"Comedy, Foreign, Romance",2012.0,"Hugh Dancy,Maggie Gyllenhaal,Jonathan Pryce,Felicity Jones,Rupert Everett",Hysteria,Tanya Wexler,1963,100 minutes
"Drama, Foreign, History, War",2012.0,"Andy Garcia,Ruben Blades,Eva Longoria,Bruce Greenwood,Peter O'Toole,Bruce McGill,Catalina Sandino Moreno",For Greater Glory,Dean Wright,1964,145 minutes
"Foreign, Mystery, Thriller",2012.0,"Ethan Hawke,Kristin Scott Thomas,Joanna Kulig,Samir Guesmi",The Woman in the Fifth,,1965,85 minutes
"Drama, Foreign",2012.0,"Koki Maeda,Ohshiro Maeda,Nene Ohtsuka,Hiroshi Abe,Joe Odagiri",I Wish,,1966,127 minutes
Comedy,2012.0,"Woody Allen,Alec Baldwin,Roberto Benigni,Penelope Cruz,Judy Davis,Jesse Eisenberg,Greta Gerwig,Ellen Page",To Rome with Love,,1967,112 minutes
"Comedy, Drama",2012.0,"Channing Tatum,Matthew McConaughey,Alex Pettyfer,James Martin Kelly,Kevin Nash,Olivia Munn,Matt Bomer",Magic Mike,Steven Soderbergh,1968,110 minutes
"Drama, Foreign, Romance",2012.0,"Lola Creton,Sebastian Urzendowsky,Magne-Havard Brekke",Goodbye First Love,,1969,110 minutes
"Comedy, Fantasy",2012.0,"Mark Wahlberg,Mila Kunis,Giovanni Ribisi,Patrick Stewart,Joel McHale,Patrick Warburton,Aedin Mincks,Matt Walsh",Ted,Seth MacFarlane,1970,106 minutes
Drama,2012.0,"Chris Pine,Elizabeth Banks,Olivia Wilde,Jon Favreau,Michelle Pfeiffer,Philip Baker Hall",People Like Us,Alex Kurtzman,1971,114 minutes
"Drama, Foreign",2012.0,"Hugo Weaving,Tom Russell,Anita Hegh,John Brumpton",Last Ride,Glendyn Ivin,1972,90 minutes
Drama,2012.0,"Dwight Henry,Levy Easterly,Lowell Landes,Pamela Harper",Beasts of the Southern Wild,Benh Zeitlin,1973,93 minutes
"Crime, Documentary, Drama, History",2012.0,,The Invisible War,,1974,93 minutes
