"genre","year","actors","movie_name","directors","id","duration"
"Action, Crime, Drama","2004","Alexandra Staden, Nikolaj Coster-Waldau, Raymond Cruz","My Name Is Modesty: A Modesty Blaise Adventure","Scott Spiegel",2613,"78 min "
"Action, Adventure, Drama","2004","Clive Owen, Stephen Dillane, Keira Knightley","King Arthur","Antoine Fuqua",2614,"126 min "
"Action, Drama, Thriller","2004","Joaquin Phoenix, John Travolta, Jacinda Barrett","Ladder 49","Jay Russell",2615,"115 min "
"Action, Adventure, Drama","2004","Wesley Snipes, Jacqueline Obradors, Stuart Wilson","Unstoppable","David Carson",2616,"96 min "
"Action, Thriller","2004","Shanti Roney, Maria Bonnevie, Stefan Sauk","The Threat","Kjell Sundvall",2617,"103 min "
"Action, Crime","2004","Dwayne Johnson, Ashley Scott, Johnny Knoxville","Walking Tall","Kevin Bray",2618,"86 min "
"Horror, Action, Sci-Fi","2004","Gary Condes, Saskia Gould, Conrad Whitaker","Parasite","Andrew Prendergast",2619,"93 min "
"Action, Comedy, Adventure","2004","Pedro Pano, Albert Brooks, Kurupt","I Accidentally Domed Your Son","Ryan Combs",2620,"90 min "
"Action, Crime, Drama","2004","DMX, David Arquette, Michael Ealy","Never Die Alone","Ernest R. Dickerson",2621,"88 min "
"Action, Comedy, Romance","2004","Christopher Daniel Barnes, Kristin Richardson, Yelba Osorio","Shut Up and Kiss Me!","Gary Brockette",2622,"101 min "
"Action, Adventure, Comedy","2004","Frankie Muniz, Anthony Anderson, Hannah Spearritt","Agent Cody Banks 2: Destination London","Kevin Allen",2623,"100 min "
"Action, Adventure, Fantasy","2004","Wesley Snipes, Kris Kristofferson, Parker Posey","Blade: Trinity","David S. Goyer",2624,"113 min "
"Action, Crime, Drama","2004","Val Kilmer, Derek Luke, William H. Macy","Spartan","David Mamet",2625,"106 min "
"Action, Comedy, Thriller","2004","Eddie Griffin, Vinnie Jones, Breckin Meyer","Blast","Anthony Hickox",2626,"92 min "
"Action, Adventure, Sci-Fi","2004","Dean Cain, Bettina Zimmermann, Joanna Taylor","Post Impact","Christoph Schrewe",2627,"90 min "
"Action, Adventure, Sci-Fi","2004","Dean Cain, Bettina Zimmermann, Joanna Taylor","Post Impact","Christoph Schrewe",2628,"90 min "
"Drama, Action","2004","Shatrughan Sinha, Akshay Kumar, Sunil Shetty","Aan: Men at Work","Madhur Bhandarkar",2629,"149 min "
"Action, Horror, Sci-Fi","2004","Sarah Polley, Ving Rhames, Mekhi Phifer","Dawn of the Dead","Zack Snyder",2630,"101 min "
"Action, Sci-Fi, Thriller","2004","Robin Williams, Jim Caviezel, Mira Sorvino","The Final Cut","Omar Naim",2631,"95 min "
"Action, Thriller","2004","Sanjay Dutt, Dino Morea, Sanjay Suri","Plan","Hriday Shetty",2632,"149 min "
"Action, Drama, Romance","2004","Kamal Haasan, Abhirami, Pasupathy","Virumandi","Kamal Haasan",2633,"175 min "
"Action, Thriller","2004","Stephen Baldwin, Deborah Worthing, Steffani Brass","Target","William Webb",2634,"84 min "
"Action, Drama","2004","Jean-Claude Van Damme, Simon Yam, Philip Tan","Wake of Death","Philippe Martinez",2635,"91 min "
"Action, Comedy, Crime","2004","Pierce Brosnan, Salma Hayek, Woody Harrelson","After the Sunset","Brett Ratner",2636,"97 min "
"Action, Comedy, Romance","2004","Sara Foster, Jordana Brewster, Devon Aoki","D.E.B.S.","Angela Robinson",2637,"91 min "
"Action, Adventure, Drama","2004","Arjun Rampal, Naseeruddin Shah, Priyanka Chopra","Asambhav","Rajiv Rai",2638,"139 min "
"Action, Crime, Thriller","2004","Dolph Lundgren, Polly Shannon, Donald Burda","Direct Action","Sidney J. Furie",2639,"97 min "
"Action, Adventure, Mystery","2004","Nicolas Cage, Diane Kruger, Justin Bartha","National Treasure","Jon Turteltaub",2640,"131 min "
"Action, Comedy, Horror","2004","Marian Araujo, David Muyllaert, Eoin Whelan","Dead Meat","Conor McMahon",2641,"80 min "
"Action, Drama","2004","Michael York, Alexander Nevsky, Richard Tyson","Moscow Heat","Jeff Celentano",2642,"90 min "
"Action, Adventure, Sci-Fi","2004","Sanaa Lathan, Lance Henriksen, Raoul Bova","AVP: Alien vs. Predator","Paul W.S. Anderson",2643,"101 min "
"Action","2004","Kevin McKidd, Gordon Alexander, Rachel Grant","The Purifiers","Richard Jobson",2644,"85 min "
"Action, Thriller","2004","Matt Damon, Franka Potente, Joan Allen","The Bourne Supremacy","Paul Greengrass",2645,"108 min "
"Animation, Action, Comedy","2004","Trey Parker, Matt Stone, Elle Russ","Team America: World Police","Trey Parker",2646,"98 min "
"Action, Comedy, Crime","2004","Stephen Chow, Wah Yuen, Qiu Yuen","Kung Fu Hustle","Stephen Chow",2647,"99 min "
"Action, Crime, Drama","2004","Aaron Kwok, Goo-Bi GC, Viann Liang","Heat Team","Dante Lam",2648,"99 min "
"Action, Adventure, Thriller","2004","Michael Rooker, Bas Rutten, Dana Lee","The Eliminator","Ken Barbet",2649,"90 min "
"Action, Adventure, Thriller","2004","Michael Rooker, Bas Rutten, Dana Lee","The Eliminator","Ken Barbet",2650,"90 min "
"Action, Crime, Thriller","2004","Ellen Pompeo, William Baldwin, Abel Folk","Art Heist","Bryan Goeres",2651,"98 min "
"Action, Adventure, Drama","2004","Dennis Quaid, Miranda Otto, Giovanni Ribisi","Flight of the Phoenix","John Moore",2652,"113 min "
"Action, Crime, Thriller","2004","Uma Thurman, David Carradine, Michael Madsen","Kill Bill: Vol. 2","Quentin Tarantino",2653,"137 min "
"Action, Adventure","2004","Alki David, Adam Baldwin, Camilla Rutherford","The Freediver","Alki David",2654,"95 min "
"Action","2004","Sohail Khan, Tim Lawrence, Scott Hinds","I Proud to Be an Indian","Puneet Sira",2655,"129 min "
"Action, Adventure, Crime","2004","Ajay Devgn, Abhishek Bachchan, Rani Mukerji","Yuva","Mani Ratnam",2656,"161 min "
"Action, Adventure, Drama","2004","Ziyi Zhang, Takeshi Kaneshiro, Andy Lau","House of Flying Daggers","Yimou Zhang",2657,"119 min "
"Action, Sci-Fi","2004","Dolph Lundgren, Silvia De Santis, Joe Montana","Retrograde","Christopher Kulikowski",2658,"93 min "
"Action, Crime, Drama","2004","Jackie Chan, Nicholas Tse, Mak Bau","New Police Story","Benny Chan",2659,"123 min "
"Action, Drama, War","2004","Dong-gun Jang, Bin Won, Eun-ju Lee","Tae Guk Gi: The Brotherhood of War","Je-kyu Kang",2660,"140 min "
"Action, Family","2004","Lorenzo Lamas, Alana Austin, Dan Haggerty","Motocross Kids","Richard Gabai",2661,"82 min "
"Action, Drama","2004","Duobujie, Lei Zhang, Liang Qi","Mountain Patrol","Chuan Lu",2662,"90 min "
"Action, Crime, Drama","2004","Scott Brown, Steve Reaser, Jackamoe Buzzell","Malevolence","Nick Groff",2663,"127 min "
"Action, Drama, Sport","2004","Billy Bob Thornton, Jay Hernandez, Derek Luke","Friday Night Lights","Peter Berg",2664,"118 min "
"Action, Comedy, Romance","2004","Jeong-hwa Kim, Yoo Gong, Sang-mi Nam","Spygirl","Han-jun Park",2665,"102 min "
"Action, Sci-Fi","2004","Don 'The Dragon' Wilson, Cynthia Rothrock, Lorenzo Lamas","Sci-Fighter","Art Camacho",2666,"90 min "
"Action, Drama","2004","Bobby Deol, Priyanka Chopra, Kabir Bedi","Kismat","Guddu Dhanoa",2667,"143 min "
"Action, Crime, Thriller","2004","Matthew Settle, Fay Masterson, Currie Graham","Rancid","Jack Ersgard",2668,"108 min "
"Action, Thriller","2004","Stephen Moyer, Anne Parillaud, Omid Djalili","Deadlines","Ludi Boeken",2669,"103 min "
"Action, Drama, Thriller","2004","Eric Christian Olsen, Dash Mihok, Rider Strong","Death Valley","David Kebo",2670,"92 min "
"Action, Drama","2004","Kyle Henry, Deena Fontaine, Ryan Rajendra Black","Stryker","Noam Gonick",2671,"93 min "
"Action, Adventure, Comedy","2004","Charlene Choi, Gillian Chung, Ying Qu","Blade of Kings","Patrick Leung",2672,"106 min "
"Drama, Action, Thriller","2004","Sergey Makovetskiy, Marat Basharov, Andrey Krasko","72 Meters","Vladimir Khotinenko",2673,"115 min "
"Action, Crime","2004","Willie Chico McGuire, Marta Michalowska, Darren Pitts","Balls Deep","John Ta",2674,"89 min "
"Action, Drama, Sport","2004","Asanee Suwan, Sorapong Chatree, Orn-Anong Panyawong","Beautiful Boxer","Ekachai Uekrongtham",2675,"118 min "
"Action","2004","Dolph Lundgren, Jerry Springer, Shakara Ledard","The Defender","Dolph Lundgren",2676,"90 min "
"Action, Comedy, Musical","2004","Aftab Shivdasani, Ameesha Patel, Gulshan Grover","Suno Sasurjee","Vimal Kumar",2677,"169 min "
"Action, Crime","2004","Shin-yang Park, Jung-ah Yum, Yun-shik Baek","The Big Swindle","Dong-hoon Choi",2678,"116 min "
"Action, Fantasy, Thriller","2004","Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina","Night Watch","Timur Bekmambetov",2679,"114 min "
"Action, Drama, War","2004","Konstantin Khabenskiy, Sergey Garmash, Ben Perino","Our Own","Dmitriy Meskhiev",2680,"111 min "
"Animation, Action, Adventure","2004","Dan Green, Eric Stuart, Amy Birnbaum","Yu-Gi-Oh!: The Movie","Hatsuki Tsuji",2681,"89 min "
"Action","2004","Mickey Hardt, Nikki Ziering, Scott L. Schwartz","Max Havoc: Curse of the Dragon","Albert Pyun",2682,"90 min "
"Action, Comedy","2004","Seung-beom Ryu, So-yi Yoon, Sung-kee Ahn","Arahan","Seung-wan Ryoo",2683,"114 min "
"Action, Comedy","2004","Seung-beom Ryu, So-yi Yoon, Sung-kee Ahn","Arahan","Seung-wan Ryoo",2684,"114 min "
"Action, Drama","2004","Dong-jun Lee, Steven Seagal, Hye-ri Kim","Clementine","Du-yeong Kim",2685,"100 min "
"Action, Comedy","2004","Dong-wan Kim, Hyun Bin, An Jo","Spin Kick","Sang-guk Nam",2686,"102 min "
"Action, Adventure, Thriller","2004","Dean Cain, Ashley Scott, Danny Trejo","Lost","Darren Lemke",2687,"90 min "
"Action, Comedy","2004","Eason Chan, Daniel Wu, Karen Mok","Enter the Phoenix","Stephen Fung",2688,"104 min "
"Action, Comedy, Romance","2004","Abhishek Bachchan, Bhoomika Chawla, Mahesh Manjrekar","Run","Jeeva",2689,"137 min "
"Action, Comedy","2004","Joong-Hoon Park, Tae-hyun Cha, Eun-jeong Han","Two Guys","Hun-Su Park",2690,"116 min "
"Action, Crime, Thriller","2004","Cyril Raffaelli, David Belle, Tony D'Amario","District B13","Pierre Morel",2691,"84 min "
"Action, Crime, Drama","2004","Richie Jen, Kelly Chen, Nick Cheung","Breaking News","Johnnie To",2692,"90 min "
"Action, Drama","2004","Salman Khan, Shilpa Shetty, Arbaaz Khan","Garv: Pride and Honour","Puneet Issar",2693,"162 min "
"Action, Crime, Drama","2004","Andy Lau, Jacky Cheung, Shawn Yue","Triad Underworld","Ching-Po Wong",2694,"85 min "
"Action, Crime, Drama","2004","Andy Lau, Jacky Cheung, Shawn Yue","Triad Underworld","Ching-Po Wong",2695,"85 min "
"Action, Drama, Romance","2004","Han-seon Jo, Dong-won Kang, Cheong-a Lee","Romance of Their Own","Tae-gyun Kim",2696,"113 min "
"Action, Drama, Romance","2004","Han-seon Jo, Dong-won Kang, Cheong-a Lee","Romance of Their Own","Tae-gyun Kim",2697,"113 min "
"Action, Drama, Horror","2004","Woo-seong Kam, Byung-ho Son, Tae-kyung Oh","R-Point","Su-chang Kong",2698,"107 min "
"Action, Crime, Drama","2004","Ahmed el-Sakka, Hanan Turk, Amr Waked","Tito","Tarek El'eryan",2699,"120 min "
"Action, Adventure, Comedy","2004","Ai-Ai de las Alas, Diether Ocampo, Jean Garcia","Volta","Wenn V. Deramas",2700,"108 min "
"Action, Adventure, Thriller","2004","Abhishek Bachchan, Uday Chopra, John Abraham","Dhoom","Sanjay Gadhvi",2701,"129 min "
"Action, Comedy, Romance","2004","Vijay, Trisha Krishnan, Prakash Raj","Ghilli","Dharani",2702,"160 min "
"Action, Crime, Mystery","2004","Soo Go, Ji-hyo Song, Dong-kyu Lee","Sseom","Youn-hyun Chang",2703,"118 min "
"Drama, Action","2004","Derek Barbosa, Coolio, Reni Santoni","Gang Warz","Chris McIntyre",2704,"97 min "
"Action, Drama, Romance","2004","Sunny Deol, Sunil Shetty, Sohail Khan","Lakeer - Forbidden Lines","Ahmed Khan",2705,"170 min "
"Action, Crime, Drama","2004","Nappon Gomarachun, Santisuk Promsiri, Dan Chupong","Born to Fight","Panna Rittikrai",2706,"96 min "
"Action, Crime, Drama","2004","Nappon Gomarachun, Santisuk Promsiri, Dan Chupong","Born to Fight","Panna Rittikrai",2707,"96 min "
"Action, Adventure, Thriller","2004","Nicole Eggert, Marc Singer, George Stults","What Lies Above","Rex Piano",2708,"96 min "
"Action, Drama, Crime","2004","Cecilia Cheung, Daniel Wu, Alex Fong","One Nite in Mongkok","Tung-Shing Yee",2709,"110 min "
"Musical, Action, Drama","2004","Vatsal Seth, Ayesha Takia, Ajay Devgn","Taarzan: The Wonder Car","Abbas Alibhai Burmawalla",2710,"163 min "
"Action, Comedy, Drama","2004","Akshaye Khanna, Kareena Kapoor, Sunil Shetty","Hulchul","Priyadarshan",2711,"149 min "
"Action, Crime, Drama","2004","Andy Lau, Rene Liu, Baoqiang Wang","A World Without Thieves","Xiaogang Feng",2712,"113 min "
"Action, Adventure, Comedy","2004","Francis Ng, Andy On, Lei Liu","The White Dragon","Wilson Yip",2713,"93 min "
"Action","2004","Nagarjuna Akkineni, Rahul Dev, Raghuvaran","Mass","Lawrence Raghavendra",2714,"162 min "
"Adventure, Comedy, Crime","2004","Adnan Omerovic, Toni Cahunek, Klemen Bucan","Tu pa tam","Mitja Okorn",2715,"92 min "
"Musical, Action, Drama","2004","Manoj Bajpayee, Kasturi Banerjee, Seema Biswas","Hanan","Makrand Deshpande",2716,"127 min "
"Action, Comedy","2004","Petchtai Wongkamlao, Pumwaree Yodkamol, Piphat Apiraktanakorn","The Bodyguard","Panna Rittikrai",2717,"105 min "
"Action, Comedy, Fantasy","2004","Suthep Po-ngam, Supakorn Kitsuwon, Phintusuda Tunphairao","Sars Wars","Taweewat Wantha",2718,"95 min "
"Action","2004","Joe Murabito, Vince Ferraloro, Renato Santoro","Aussie Park Boyz","Nunzio La Bianca",2719,"103 min "
"Animation, Action, Adventure","2004","Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama","Naruto the Movie: Ninja Clash in the Land of Snow","Tensai Okamura",2720,"113 min "
"Animation, Action, Adventure","2004","Takeshi Aono, Hiroaki Hirata, Masami Hisamoto","One piece: Norowareta seiken","Kazuhisa Takenouchi",2721,"95 min "
"Action, Drama","2004","Ajith Kumar, Sneha, Delhi Ganesh","Jana","Shaji Kailas",2722,"80 min "
"Action","2004","","Halo","Kimberly Choma",2723,"105 min "
"Action, Drama, Romance","2004","","Arya Ki Prem Pratigya","Allu Arjun",2724,"151 min "
"Action, Comedy, Crime","2003","Will Smith, Martin Lawrence, Gabrielle Union","Bad Boys II","Michael Bay",2725,"147 min "
"Action, Sci-Fi","2003","Arnold Schwarzenegger, Nick Stahl, Kristanna Loken","Terminator 3: Rise of the Machines","Jonathan Mostow",2726,"109 min "
"Action, Comedy, Thriller","2003","Michael Rapaport, Gary Stretch, Seymour Cassel","A Good Night to Die","Craig Singer",2727,"100 min "
"Action, Sci-Fi","2003","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","The Matrix Reloaded","Andy Wachowski",2728,"138 min "
"Action, Sci-Fi","2003","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","The Matrix Revolutions","Andy Wachowski",2729,"129 min "
"Action, Comedy, Fantasy","2003","Yun-Fat Chow, Seann William Scott, Jaime King","Bulletproof Monk","Paul Hunter",2730,"104 min "
"Drama, Action","2003","Carlos Albert, Kerry Corcoran, Jackie Di Crystal","Escape from Cuba","Tom Logan",2731,"97 min "
"Action, Crime","2003","Alex Avant, Jimmy Bridges, Kasan Butcher","Tapped Out","Georgio",2732,"95 min "
"Action, Crime, Thriller","2003","Samuel L. Jackson, Colin Farrell, Michelle Rodriguez","S.W.A.T.","Clark Johnson",2733,"117 min "
"Action, Adventure, Comedy","2003","Anthony Anderson, Jerry O'Connell, Estella Warren","Kangaroo Jack","David McNally",2734,"89 min "
"Action","2003","Franco Columbu, Daniel Baldwin, Richard Lynch","Ancient Warriors","Walter von Huene",2735,"93 min "
"Action, Crime, Drama","2003","John Travolta, Samuel L. Jackson, Connie Nielsen","Basic","John McTiernan",2736,"98 min "
"Family, War, Action","2003","Susan Dey, Scott Cooper, Pamela Moore Somers","Rain","Robert J. Wilson",2737,"96 min "
"Action, Crime, Drama","2003","Vin Diesel, Timothy Olyphant, Larenz Tate","A Man Apart","F. Gary Gray",2738,"109 min "
"Action","2003","Uma Thurman, David Carradine, Daryl Hannah","Kill Bill: Vol. 1","Quentin Tarantino",2739,"111 min "
"Action, Crime, Drama","2003","Tommy Lee Jones, Benicio Del Toro, Connie Nielsen","The Hunted","William Friedkin",2740,"94 min "
"Action, Comedy, Crime","2003","Martin Lawrence, Steve Zahn, Colm Feore","National Security","Dennis Dugan",2741,"88 min "
"Action, Adventure, Comedy","2003","Rowan Atkinson, John Malkovich, Natalie Imbruglia","Johnny English","Peter Howitt",2742,"87 min "
"Action, Adventure, Romance","2003","Jesse Littlejohn, Raquel Beaudene, James Lafferty","Boys on the Run","Pol Cruchten",2743,"97 min "
"Action, Adventure, Biography","2003","Heath Ledger, Orlando Bloom, Geoffrey Rush","Ned Kelly","Gregor Jordan",2744,"110 min "
"Action","2003","Jim Davidson, Marnie Alton, Sonny Surowiec","Disaster","Yossi Wein",2745,"90 min "
"Action, Drama","2003","Maisi Mayo, C.C. Costigan, Ryan Barreras","Chick Street Fighter","Ana Clavell",2746,"88 min "
"Action, Thriller","2003","Antonio Banderas, Salma Hayek, Johnny Depp","Once Upon a Time in Mexico","Robert Rodriguez",2747,"102 min "
"Action, Sci-Fi","2003","Eric Bana, Jennifer Connelly, Sam Elliott","Hulk","Ang Lee",2748,"138 min "
"Action, Crime, Fantasy","2003","Ben Affleck, Jennifer Garner, Colin Farrell","Daredevil","Mark Steven Johnson",2749,"103 min "
"Action, Comedy, Fantasy","2003","Jackie Chan, Lee Evans, Claire Forlani","The Medallion","Gordon Chan",2750,"88 min "
"Action, Adventure, Sci-Fi","2003","Patrick Stewart, Hugh Jackman, Halle Berry","X-Men 2","Bryan Singer",2751,"134 min "
"Action, Crime, Drama","2003","Al Pacino, Colin Farrell, Bridget Moynahan","The Recruit","Roger Donaldson",2752,"115 min "
"Action, Thriller","2003","Dylan Walsh, Alison Eastwood, Tobin Bell","Power Play","Joseph Zito",2753,"100 min "
"Action, Adventure, Sci-Fi","2003","Aaron Eckhart, Hilary Swank, Delroy Lindo","The Core","Jon Amiel",2754,"135 min "
"Action, Adventure, Comedy","2003","Jackie Chan, Owen Wilson, Fann Wong","Shanghai Knights","David Dobkin",2755,"114 min "
"Action, Adventure, Sci-Fi","2003","Paul Walker, Gerard Butler, Billy Connolly","Timeline","Richard Donner",2756,"116 min "
"Action, Drama, Thriller","2003","Erika Eleniak, Adam Baldwin, Julie du Page","Betrayal","Mark L. Lester",2757,"90 min "
"Horror, Action","2003","Ken Chang, Michael Man-Kin Chow, Suet Lam","The Era of Vampires","Wellson Chin",2758,"90 min "
"Action, Mystery, Thriller","2003","Heath Ledger, Mark Addy, Shannyn Sossamon","The Order","Brian Helgeland",2759,"102 min "
"Action, Adventure, Comedy","2003","Drew Barrymore, Lucy Liu, Cameron Diaz","Charlie's Angels: Full Throttle","McG",2760,"106 min "
"Drama, Action, Comedy","2003","Qi Shu, Andy On, Yat Ning Chan","Looking for Mister Perfect","Ringo Lam",2761,"101 min "
"Action, Crime, Drama","2003","Jet Li, DMX, Mark Dacascos","Cradle 2 the Grave","Andrzej Bartkowiak",2762,"101 min "
"Action, Drama, Mystery","2003","Shannon Lee, Robert Vitelli, Michael Dorn","Lessons for an Assassin","James Glenn Dudelson",2763,"84 min "
"Action, Adventure, Drama","2003","Russell Crowe, Paul Bettany, Billy Boyd","Master and Commander: The Far Side of the World","Peter Weir",2764,"138 min "
"Action, Adventure, Fantasy","2003","Sean Connery, Stuart Townsend, Peta Wilson","The League of Extraordinary Gentlemen","Stephen Norrington",2765,"110 min "
"Action, Crime, Thriller","2003","Stephen Dorff, Bob Hoskins, Laura Fraser","Den of Lions","James Bruce",2766,"103 min "
"Drama, Thriller, Action","2003","Randall Batinkoff, Elizabeth Berkley, Stan Shaw","Detonator","Jonathan Freedman",2767,"92 min "
"Action, Thriller","2003","Steven Seagal, Harry Van Gorkum, Max Ryan","The Foreigner","Michael Oblowitz",2768,"96 min "
"Action, Adventure, Comedy","2003","Frankie Muniz, Hilary Duff, Andrew Francis","Agent Cody Banks","Harald Zwart",2769,"102 min "
"Action, Adventure, Comedy","2003","Benito Pocino, Pepe Viyuela, Dominique Pinon","Mortadelo & Filemon: The Big Adventure","Javier Fesser",2770,"107 min "
"Action, Drama, Thriller","2003","Bruce Willis, Cole Hauser, Monica Bellucci","Tears of the Sun","Antoine Fuqua",2771,"121 min "
"Action, Comedy, Thriller","2003","Albert Brooks, Michael Douglas, Ryan Reynolds","The In-Laws","Andrew Fleming",2772,"98 min "
"Action, Drama, Romance","2003","Renu Desai, Raghuvaran, Mallikharjunarao","Johnny","Pawan Kalyan",2773,"180 min "
"Action, Romance, Western","2003","Kevin Costner, Robert Duvall, Diego Luna","Open Range","Kevin Costner",2774,"139 min "
"Action, Horror","2003","Jonathan Cherry, Tyron Leitso, Clint Howard","House of the Dead","Uwe Boll",2775,"90 min "
"Action, Crime, Thriller","2003","Donald Sutherland, Mark Wahlberg, Edward Norton","The Italian Job","F. Gary Gray",2776,"111 min "
"Action","2003","Dean Cochran, Alan Austin, Eli Danker","Air Marshal","Alain Jakubowicz",2777,"90 min "
"Action","2003","Dean Cochran, Alan Austin, Eli Danker","Air Marshal","Alain Jakubowicz",2778,"90 min "
"Action, Fantasy","2003","Kate Beckinsale, Scott Speedman, Shane Brolly","Underworld","Len Wiseman",2779,"121 min "
"Action, Crime, Thriller","2003","Paul Walker, Tyrese Gibson, Cole Hauser","2 Fast 2 Furious","John Singleton",2780,"107 min "
"Action, Sci-Fi","2003","Daniel Goddard, Lance Henriksen, Sherilyn Fenn","Dream Warrior","Zachary Weintraub",2781,"95 min "
"Action, Comedy, Adventure","2003","Branka Katic, Srdjan Todorovic, Dubravka Mijatovic","Strawberries in the Supermarket","Dusan Milic",2782,"83 min "
"Action, Adventure, Fantasy","2003","Angelina Jolie, Gerard Butler, Chris Barrie","Lara Croft Tomb Raider: The Cradle of Life","Jan de Bont",2783,"117 min "
"Action, Drama, History","2003","Tom Cruise, Ken Watanabe, Billy Connolly","The Last Samurai","Edward Zwick",2784,"154 min "
"Action, Adventure, Fantasy","2003","Johnny Depp, Geoffrey Rush, Orlando Bloom","Pirates of the Caribbean: The Curse of the Black Pearl","Gore Verbinski",2785,"143 min "
"Action, Biography, Crime","2003","Thomas Jane, David O'Hara, Dexter Fletcher","Stander","Bronwen Hughes",2786,"111 min "
"Action, Drama","2003","Laurence Fishburne, Derek Luke, Orlando Jones","Biker Boyz","Reggie Rock Bythewood",2787,"110 min "
"Action, Drama, Family","2003","Drew Johnson, David A. Burr, Ryan Sparks","The Road Home","Drew Johnson",2788,"104 min "
"Action, Adventure, Sci-Fi","2003","James Spader, Janine Eser, John Lynch","Alien Hunter","Ron Krauss",2789,"92 min "
"Action, Adventure, Comedy","2003","Dwayne Johnson, Seann William Scott, Christopher Walken","The Rundown","Peter Berg",2790,"104 min "
"Drama, Action, Thriller","2003","Jeff Daniels, James Spader, Portia de Rossi","I Witness","Rowdy Herrington",2791,"95 min "
"Action, Comedy, Crime","2003","Harrison Ford, Josh Hartnett, Isaiah Washington","Hollywood Homicide","Ron Shelton",2792,"116 min "
"Action, Crime, Thriller","2003","Kai Lehtinen, Oiva Lohtander, Mari Rantasila","Raid","Tapio Piirainen",2793,"128 min "
"Action, Comedy, Drama","2003","Rahman Jamaal, Kazz Wingate IV, 4-Zone","The Beat","Brandon Sonnier",2794,"85 min "
"Action, Thriller","2003","Armand Assante, Lola Glaudini, Ricky Schroder","Consequence","Anthony Hickox",2795,"97 min "
"Action, Comedy, Western","2003","Felix Williamson, Abe Forsythe, Damon Herriman","Ned","Abe Forsythe",2796,"81 min "
"Action, Mystery, Sci-Fi","2003","Ben Affleck, Aaron Eckhart, Uma Thurman","Paycheck","John Woo",2797,"119 min "
"Action, Adventure, Comedy","2003","Daryl Sabara, Alexa PenaVega, Antonio Banderas","Spy Kids 3-D: Game Over","Robert Rodriguez",2798,"84 min "
"Action, Drama, History","2003","Alex Kingston, Steven Waddington, Emily Blunt","Warrior Queen","Bill Anderson",2799,"83 min "
"Action, Drama, Western","2003","Monica Calhoun, Lil' Kim, Stacey Dash","Gang of Roses","Jean-Claude La Marre",2800,"94 min "
"Action, Thriller, Drama","2003","Jean-Claude Van Damme, Lawrence Taylor, Lloyd Battista","In Hell","Ringo Lam",2801,"98 min "
"Action, Comedy","2003","Rhonda Shear, Mary Woronov, Laurie Walton","Prison-A-Go-Go!","Barak Epstein",2802,"84 min "
"Action, Horror, Thriller","2003","Collin Stark, Mark Ian Miller, Candace Moon","Speed Demon","David DeCoteau",2803,"80 min "
"Action, Crime, Drama","2003","Navi Rawat, Joe Flanigan, Peter Horton","Thoughtcrimes","Breck Eisner",2804,"89 min "
"Action, Adventure, Crime","2003","Seok-hun Kim, Sang-min Park, Doona Bae","Tube","Woon-hak Baek",2805,"113 min "
"Action, Comedy, Horror","2003","Felicity Mason, Mungo McKay, Rob Jenkins","Undead","Michael Spierig",2806,"97 min "
"Action, Adventure, Comedy","2003","Paul Fenech, Tahir Bilgic, Rob Shehadie","Fat Pizza","Paul Fenech",2807,"96 min "
"Action, Thriller","2003","Suk-kyu Han, So-young Ko, Ho-jin Chun","Double Agent","Hyeon-jeong Kim",2808,"123 min "
"Action, Drama, Mystery","2003","Zayed Khan, Esha Deol, Gulshan Grover","Chura Liyaa Hai Tumne","Sangeeth Sivan",2809,"143 min "
"Action, Comedy, Fantasy","2003","Vic Sotto, Donita Rose, Michael V.","Lastikman","Tony Y. Reyes",2810,"105 min "
"Action, Comedy, Crime","2003","Lars Brygmann, Jakob Cedergren, Nikolaj Coster-Waldau","Stealing Rembrandt","Jannik Johansen",2811,"109 min "
"Action, Adventure, Drama","2003","Sunny Deol, Preity Zinta, Priyanka Chopra","The Hero: Love Story of a Spy","Anil Sharma",2812,"160 min "
"Action","2003","Stephen Baldwin, Nicollette Sheridan, Coby Ryan McLaughlin","Lost Treasure","Jim Wynorski",2813,"85 min "
"Action, Comedy, Crime","2003","Antonio Sabato Jr., Jason London, Barney Cheng","Wasabi Tuna","Lee Friedlander",2814,"92 min "
"Action, Comedy, Romance","2003","Athena Cansino, Mariano Alameda, Megan Gray","Welcome 2 Ibiza","David Winters",2815,"95 min "
"Action, Adventure, Comedy","2003","Gillian Chung, Charlene Choi, Anthony Chau-Sang Wong","Vampire Effect","Dante Lam",2816,"88 min "
"Action, Fantasy, Animation","2003","Andrew Ableson, Cathy Cavadini, Joon-ho Chung","Sky Blue","Moon-saeng Kim",2817,"86 min "
"Action, Crime, Thriller","2003","Sofia Helin, Mikael Persbrandt, Stefan Sauk","At Point Blank","Peter Lindmark",2818,"105 min "
"Action, Comedy, Musical","2003","Sanjay Dutt, Govinda, Amrita Arora","Ek Aur Ek Gyarah: By Hook or by Crook","David Dhawan",2819,"205 min "
"Action, Comedy","2003","Alexis Arquette, Omar Alexis, Clark Weaver","Killer Drag Queens on Dope","Lazar Saric",2820,"83 min "
