id,name,address,city,state,zipcode,phone,rating,reviews,ranking
7678,Trinos Pizzaria,4612 S Ashland Ave,Chicago,IL,60609,(773) 247-2200,0,0,0
7679,Trio's Pizza,7009 W Higgins Ave,Chicago,IL,60656,(773) 775-3974,0,0,0
7680,Triple Crown Restaurant,2217 S Wentworth Ave,Chicago,IL,60616,(312) 373-0992<br>,0,0,0
7681,Triple Crown Seafood Restaurant,2217 S Wentworth Ave,Chicago,IL,60616,(312) 791-0788,0,0,0
7682,Triple One Restaurant,177 N State St,Chicago,IL,60601,(312) 332-8886,0,0,0
7683,Tropical Taste Restaurant,3330 W North Ave,Chicago,IL,60647,(773) 395-0804,0,0,0
7684,Trotter's To Go,1337 W Fullerton Av,Chicago,IL,60614,(773) 868-6510,0,0,0
7685,Tru,676 N Saint Clair St Lbby 3,Chicago,IL,60611,(312) 202-0001,0,0,0
7686,Try Me Restaurant,5534 W Harrison St,Chicago,IL,60644,(773) 379-4470,0,0,0
7687,Tsang,548 N Wells St,Chicago,IL,60654,(312) 645-3000,0,0,0
7688,Tsunami,1160 N Dearborn St,Chicago,IL,60610,(312) 642-9911,0,0,0
7689,Tu-Casa,6619 N Clark St,Chicago,IL,60626,(773) 262-5657,0,0,0
7690,Tuk of Chicago,500 W Madison St,Chicago,IL,60661,(312) 575-0266,0,0,0
7691,Tulum Grill,1800 W Grand Ave,Chicago,IL,60622,(312) 997-2400,0,0,0
7692,Tumans Restaurant,2159 W Chicago Ave Ste 1,Chicago,IL,60622,(773) 782-1400,0,0,0
7693,Tumbao,3212 W Armitage Ave,Chicago,IL,60647,(773) 772-9800,0,0,0
7694,Turkey Burger Grill,130 E 79th St,Chicago,IL,60619,(773) 224-7000,0,0,0
7695,Turkish Cuisine,5605 N Clark St,Chicago,IL,60660,(773) 878-8930,0,0,0
7696,Turner's Family Dining,8233 S Ashland Ave,Chicago,IL,60620,(773) 488-5700,0,0,0
7697,Turning Headz Barber & Styling Cafe,8502 S Stony Island Ave,Chicago,IL,60617,(773) 721-4339,0,0,0
7698,Turquoise Cafe Restaurant,2147 W Roscoe St,Chicago,IL,60618,(773) 549-3570,0,0,0
7699,Tuscany Restaurant,1014 W Taylor St,Chicago,IL,60607,(312) 829-1990,0,0,0
7700,Tutto Fresco,3829 N Broadway St,Chicago,IL,60613,(773) 281-1844,0,0,0
7701,Tutto Italiano,501 S Wells St,Chicago,IL,60607,(312) 939-4824,0,0,0
7702,Twin Anchors Restaurant & Tavern,1655 N Sedgwck,Chicago,IL,60614,(312) 266-1616,0,0,0
7703,Twin Anchors Ribs,1655 N Sedgwick St,Chicago,IL,60614,(312) 266-1616,0,0,0
7704,Twist A Tapas Cafe,3412 N Sheffield Ave,Chicago,IL,60657,(773) 388-2727,0,0,0
7705,Twisted Lizard,1964 N Sheffield Ave,Chicago,IL,60614,(773) 929-1414,0,0,0
7706,Twisted Lizard,700 E Grand Ave,Chicago,IL,60611,(312) 494-9400,0,0,0
7707,Two O Five Ic Inc,205 N Peoria St,Chicago,IL,60607,(312) 666-6625,0,0,0
7708,Two Way Grill,4351 N Elston Ave,Chicago,IL,60641,(773) 545-3881,0,0,0
7709,U S Beer,1801 N Clybourn Ave,Chicago,IL,60614,(773) 871-7799,0,0,0
7710,Udupi Palace Restaurant,2543 W Devon Ave,Chicago,IL,60659,(773) 338-2152,0,0,0
7711,Ugly Hookah,3415 W Bryn Mawr Ave,Chicago,IL,60659,(773) 279-9812,0,0,0
7712,Ukai Sushi,1059 W Belmont Ave,Chicago,IL,60657,(773) 868-9900,0,0,0
7713,Ukraina Deli,2304 W Chicago Ave,Chicago,IL,60622,(773) 252-5233,0,0,0
7714,Ukrainian Village Inc,2301 W Chicago Ave,Chicago,IL,60622,(773) 278-4445,0,0,0
7715,Umaiya Cafe,1605 W Montrose Ave,Chicago,IL,60613,(773) 404-1109,0,0,0
7716,Umiya Brothers Inc,4030 W Roosevelt Rd,Chicago,IL,60624,(773) 722-6902,0,0,0
7717,Uncle Joe's Jerk,10210 S Vincennes Ave,Chicago,IL,60643,(773) 779-9966,0,0,0
7718,Uncle John's Bar-B-Q,337 E 69th St,Chicago,IL,60637,(773) 892-1233,0,0,0
7719,Uncle Julios,855 W North Av,Chicago,IL,60622,(312) 266-4222,0,0,0
7720,Uncle Julios Hacienda,855 W North Av,Chicago,IL,60622,(312) 266-4222,0,0,0
7721,Uncle Mike's Place,1700 W Grand Ave,Chicago,IL,60622,(312) 226-5318,5,1,0
7722,Uncle Reg's,8036 S Racine Av,Chicago,IL,60620,(773) 846-1600,0,0,0
7723,Uncle Remus,4650 W North Ave,Chicago,IL,60639,(773) 227-1006,0,0,0
7724,Uncle Remus,5215 W North Ave,Chicago,IL,60639,(773) 804-9801,0,0,0
7725,Uncle Remus,5611 W Madison St,Chicago,IL,60644,(773) 261-7311,0,0,0
7726,Uncle Remus Chicken & Barbeque,4144 W Madison St,Chicago,IL,60624,(773) 265-8441,0,0,0
7727,Uncle Sammys Sandwich Classics,1231 W Fullerton Av,Chicago,IL,60614,(773) 525-4800,0,0,0
7728,Uncles Kabob,2816 W Devon Ave,Chicago,IL,60659,(773) 338-3134,0,0,0
7729,Uncommon Ground,1401 W Devon Ave,Chicago,IL,60660,(773) 465-9801,0,0,0
7730,Under 55 Cafe,55 E Monroe St Lbby LOWR-1,Chicago,IL,60603,(312) 849-9512,2,1,0
7731,Underbar,3243 N Western Ave,Chicago,IL,60618,(773) 404-9363,0,0,0
7732,Union Park,228 S Racine Ave,Chicago,IL,60607,(312) 243-9002,0,0,0
7733,Union Submarine Shop,110 E 51st St,Chicago,IL,60615,(773) 373-2040,0,0,0
7734,United Grill,4803 W Armitage Ave,Chicago,IL,60639,(773) 237-2982,0,0,0
7735,United Serbs Soccer Club,4526 N Milwaukee Ave,Chicago,IL,60630,(773) 736-6161,0,0,0
7736,Uno Chicago Grill,619 N Wabash Ave,Chicago,IL,60611,(312) 943-4044,0,0,0
7737,Uptown Pizza & Barbecue Restaurant,1031 W Wilson Ave,Chicago,IL,60640,(773) 275-5390,0,0,0
7738,Uptown Taqueria,1708 W Lawrence Ave,Chicago,IL,60640,(773) 275-0703,0,0,0
7739,Uptown Taqueria,7027 N Clark St,Chicago,IL,60626,(773) 973-0106,0,0,0
7740,Ur Cafe,3222 W Lawrence Ave,Chicago,IL,60625,(773) 478-3222,0,0,0
7741,Urban Belly,3053 N California Ave,Chicago,IL,60618,(773) 583-0500,0,0,0
7742,Urban Kitchen,100 S Wacker Dr Ste 1,Chicago,IL,60606,(312) 422-9100,0,0,0
7743,Uru-Swati Restaurant,2629 W Devon Ave,Chicago,IL,60659,(773) 262-5280,0,0,0
7744,US Mania,2253 W Devon Ave,Chicago,IL,60659,(773) 338-4488,0,0,0
7745,US Sub & Grille,4810 N Sheridan Rd,Chicago,IL,60640,(773) 271-2222,0,0,0
7746,USA Grill,1301 W 111th St,Chicago,IL,60643,(773) 779-8550,0,0,0
7747,Usagi Ya,1178 N Milwaukee Ave,Chicago,IL,60642,(773) 292-5885,0,0,0
7748,Usmania Fine Dining,2244 W Devon Ave,Chicago,IL,60659,(773) 262-1900,0,0,0
7749,V 1 V,5259 W Montrose Ave,Chicago,IL,60641,(773) 628-7845,0,0,0
7750,Valedores Balop,3723 W Fullerton Ave,Chicago,IL,60647,(773) 698-8058,0,0,0
7751,Valentina Restaurante,4506 W 63rd St,Chicago,IL,60629,(773) 284-5529,0,0,0
7752,Valentino Club Cafe,7150 W Grand Ave,Chicago,IL,60707,(773) 237-5755,0,0,0
7753,Vallarta,2757 W 59th St,Chicago,IL,60629,(773) 776-9030,0,0,0
7754,Valois Restaurant,1518 E 53rd St,Chicago,IL,60615,(773) 667-0647,0,0,0
7755,Van Phat Chinese Restaurant,2750 N Kimball Ave,Chicago,IL,60647,(773) 342-5222,0,0,0
7756,Vardar Inc,13335 S Baltimore Ave,Chicago,IL,60633,(773) 646-4580,0,0,0
7757,Vaughan's Pub & Grill,5485 N Northwest Hwy,Chicago,IL,60630,(773) 631-9206,0,0,0
7758,Vaytune Mediterranean Grill,3129 S Morgan St,Chicago,IL,60608,(773) 254-6300,0,0,0
7759,Vee Vee African Restaurant,6232 N Broadway St,Chicago,IL,60660,(773) 465-2424,0,0,0
7760,Veerasway Restaurant,844 W Randolph,Chicago,IL,60607,(312) 491-0844,0,0,0
7761,Veg/Out Inc,3176 N Broadway St,Chicago,IL,60657,(773) 880-6452,0,0,0
7762,Veggie Bite,1300 N Milwaukee Ave Ste 1,Chicago,IL,60622,(773) 772-2483,0,0,0
7763,Venice Cafe,233 S Wacker Dr Ste LL1-02,Chicago,IL,60606,(312) 382-0300,0,0,0
7764,Venice Cafe,500 W Monroe St Fl GROUND,Chicago,IL,60661,(312) 258-0925,0,0,0
7765,Venice Pizza,2441 N Halsted St Ste 4,Chicago,IL,60614,(773) 880-0925,0,0,0
7766,Ventrella's,4947 N Damen Ave,Chicago,IL,60625,(773) 506-0708,0,0,0
7767,Venus,820 W Jackson Blvd Lbby 1,Chicago,IL,60607,(312) 714-1001,0,0,0
7768,Veranda Inn Restaurant,5700 W Irving Park Rd,Chicago,IL,60634,(773) 283-8800,0,0,0
7769,Vernon Park Tap,1073 W Vernon Park Pl Ste 1,Chicago,IL,60607,(312) 733-3393,0,0,0
7770,Verona Pizzeria & Sandwiches,2009 N Damen Av,Chicago,IL,60647,(773) 227-9944,0,0,0
7771,Via Carducci's La Sorella,1928 W Division St,Chicago,IL,60622,(773) 252-2244,0,0,0
7772,Via Veneto Ristorante,6340 N Lincoln Ave,Chicago,IL,60659,(773) 267-0888,0,0,0
7773,Via-Carducci's Italian Eatery,1419 W Fullerton Ave,Chicago,IL,60614,(773) 665-1981,0,0,0
7774,Viand Restaurant,155 E Ontario St,Chicago,IL,60611,(312) 255-8505,5,1,0
7775,Viceroy of India,2518 W Devon Ave,Chicago,IL,60659,(773) 743-4100,0,0,0
7776,Victor's European Sausage Shop,5952 W Lawrence Ave,Chicago,IL,60630,(773) 286-4230,0,0,0
7777,Victor's Pizza,5418 W North Ave,Chicago,IL,60639,(773) 889-0737,0,0,0
7778,Victory's Banner Restaurant,2100 W Roscoe St,Chicago,IL,60618,(773) 665-0227,0,0,0
7779,Vienna Taco House,333 N Central Ave,Chicago,IL,60644,(773) 287-1742,0,0,0
7780,Viet Bowl,1122 W Wilson Ave,Chicago,IL,60640,(773) 271-2272,0,0,0
7781,Vietnamese Thai Binh Restauran,4926 N Winthrop Ave,Chicago,IL,60640,(773) 728-0283,0,0,0
7782,Villa Bari Pizza Inc,4048 N Narragansett Ave,Chicago,IL,60634,(773) 205-2229,0,0,0
7783,Villa Delmar,4214 W 26th St,Chicago,IL,60623,(773) 277-4908,0,0,0
7784,Villa Fresh Italian Kitchen,18 W Jackson Blvd,Chicago,IL,60604,(312) 566-0132,0,0,0
7785,Villa May Pizza,1509 W Lawrence Ave,Chicago,IL,60640,(773) 878-0882,0,0,0
7786,Villa Palermo Pizza,2154 W Devon Av,Chicago,IL,60659,(773) 465-5400,0,0,0
7787,Villa Palermo Pizza and Catering,6409 N Leavitt St,Chicago,IL,60645,(773) 465-4800,0,0,0
7788,Villa Rosa Pizza & Pasta,5345 W Devon Av,Chicago,IL,60646,(773) 774-7107,0,0,0
7789,Villa Rosa Pizza & Restaurant,5786 S. Archer Ave.,Chicago,IL,60638,(773) 585-8367,4,1,0
7790,Villa Rosa Restaurant & Pizzeria Inc,8230 S Kedzie Ave,Chicago,IL,60652,(773) 434-3140,0,0,0
7791,Village Pizza,2356 W Chicago Ave,Chicago,IL,60622,(773) 235-2900,0,0,0
7792,Vina Del Mar Restaurant,5087 S Archer Ave,Chicago,IL,60632,(773) 585-8008,0,0,0
7793,Vince's Pizza,6217 W 63rd,Chicago,IL,60638,(773) 586-8550,0,0,0
7794,Vince's Restaurant & Pizza,6217 W 63rd St,Chicago,IL,60638,(773) 586-8550,0,0,0
7795,Vince's The Pizza People,4317 N Milwaukee Ave,Chicago,IL,60641,(773) 545-1200,1,1,0
7796,Vince's The Pizza People,4734 N Austin Ave,Chicago,IL,60630,(773) 427-7770,0,0,0
7797,Vinci Restaurant,1732 N Halsted St Ste 1,Chicago,IL,60614,(312) 266-1199,0,0,0
7798,Vinh Phat BBQ,4940 N Sheridan Rd,Chicago,IL,60640,(773) 878-8688,0,0,0
7799,Vinis Pizza Lincoln Park,2429 N Lincoln Ave,Chicago,IL,60614,(773) 327-0000,0,0,0
7800,Vinnies Sub Shop,1204 W Grand Ave,Chicago,IL,60642,(312) 738-2985,0,0,0
7801,Vintage 338,338 W Armitage Ave,Chicago,IL,60614,(773) 525-0521,0,0,0
7802,Vintage Wine Bar,1942 W Division St,Chicago,IL,60622,(773) 772-3400,0,0,0
7803,VIP Liquors and Deli,6963 N Western Ave,Chicago,IL,60645,(773) 754-7117,0,0,0
7804,Vista Carry Out,233 N Michigan Ave Fl MEZZ19,Chicago,IL,60601,(312) 565-0312,0,0,0
7805,Vitino Pizzeria,6944 W Belmont Ave,Chicago,IL,60634,(773) 286-7500,0,0,0
7806,Vito & Angelo's Pizzaria,3644 W Fullerton Ave,Chicago,IL,60647,(773) 278-4011,0,0,0
7807,Vito & Nick Pizzeria,8435 S Pulaski Rd,Chicago,IL,60652,(773) 735-2050,0,0,0
7808,Vivere,71 W Monroe St,Chicago,IL,60603,(312) 332-4040,0,0,0
7809,Vmince's Pizzeria & Taqueria,1527 W Devon Ave,Chicago,IL,60660,(773) 274-7018,0,0,0
7810,Volare,201 E Grand Ave,Chicago,IL,60611,(312) 410-9900,0,0,0
7811,Volo Restaurant,2008 W Roscoe St,Chicago,IL,60618,(773) 348-4600,0,0,0
7812,Vong Thai Kitchen,6 W Hubbard St Ste 1A,Chicago,IL,60654,(312) 644-8664,0,0,0
7813,Wabash Seafood Co,2249 W Hubbard St,Chicago,IL,60612,(312) 733-5070,0,0,0
7814,Waldo Cooney's Pizza,2410 W 111th St,Chicago,IL,60655,(773) 233-9781,0,0,0
7815,Waldo Cooney's Pizza,2640 W 51st St,Chicago,IL,60632,(773) 434-0313,0,0,0
7816,Waldo Cooney's Pizza,3651 E 106th St,Chicago,IL,60617,(773) 374-4400,0,0,0
7817,Waldo Cooney's Pizza,8313 S Pulaski Rd,Chicago,IL,60652,(773) 585-0965,0,0,0
7818,Wallace's Wibs & Ribs,431 S Dearborn St,Chicago,IL,60605,(312) 663-3830,0,0,0
7819,Waterhouse Tavern & Grill,3407 N Paulina St,Chicago,IL,60657,(773) 871-1200,0,0,0
7820,Wayne's Bar-B-Que and Cajun,5401 S Wentworth Ave Ste 11B,Chicago,IL,60609,(773) 536-2282,0,0,0
7821,Web In Front Inc,2531 N Milwaukee Ave,Chicago,IL,60647,(773) 486-0011,0,0,0
7822,Weber Grill Restaurant,539 N State St,Chicago,IL,60654,(312) 467-9696,0,0,0
7823,Websters Winebar,1480 W Webster Ave,Chicago,IL,60614,(773) 868-0608,0,0,0
7824,Weeds Restaurant & Lounge,1555 N Dayton St,Chicago,IL,60642,(312) 943-7815,0,0,0
7825,Wendy's,2053 W Lawrence Ave,Chicago,IL,60625,(773) 275-1090,0,0,0
7826,Wendy's,2312 N Ashland Ave,Chicago,IL,60614,(773) 327-7398,0,0,0
7827,Wendy's,344 E 95th St,Chicago,IL,60619,(773) 928-3027,0,0,0
7828,Wendy's,3516 E 118th St,Chicago,IL,60617,(773) 646-4420,0,0,0
7829,Wendy's,3610 N Western Ave,Chicago,IL,60618,(773) 525-7368,0,0,0
7830,Wendy's,4901 W North Ave,Chicago,IL,60639,(773) 489-7270,0,0,0
7831,Wendy's,5472 N Harlem Ave,Chicago,IL,60656,(773) 763-6754,0,0,0
7832,Wendy's,5679 S Archer Ave,Chicago,IL,60638,(773) 585-1431,0,0,0
7833,Wendy's,6 S Clark St,Chicago,IL,60603,(312) 236-7367,0,0,0
7834,Wendy's,7 E 111th St,Chicago,IL,60628,(773) 928-1919,0,0,0
7835,Wendy's,7601 S Cicero Ave Ste P7,Chicago,IL,60652,(773) 581-5480,0,0,0
7836,Wendy's,8300 S Ashland Ave,Chicago,IL,60620,(773) 233-5321,0,0,0
7837,Wendy's,8645 S Stony Island Ave,Chicago,IL,60617,(773) 721-8867,0,0,0
7838,Wendy's,9843 S Western Ave,Chicago,IL,60643,(773) 233-7006,0,0,0
7839,Wesley's Place,1713 E 79th St,Chicago,IL,60649,(773) 933-8140,0,0,0
7840,West 55th Street,4201 W 55th St,Chicago,IL,60632,(773) 582-8839,0,0,0
7841,West Chicago Fast Food,3911 W Chicago Ave,Chicago,IL,60651,(773) 722-0800,0,0,0
7842,West Egg Cafe,620 N Fairbanks Ct,Chicago,IL,60611,(312) 280-8366,0,0,0
7843,West Haven Market & Grill,2132 W Washington Blvd,Chicago,IL,60612,(312) 733-6145,0,0,0
7844,West River Cafe,4400 N Kedzie Ave,Chicago,IL,60625,(773) 866-2133,0,0,0
7845,West Town Tavern,1329 W Chicago Ave,Chicago,IL,60642,(312) 666-6175,0,0,0
7846,Westside Gyros,754 S Western Ave,Chicago,IL,60612,(312) 733-9300,0,0,0
7847,Whale Fish,3600 W Chicago Ave,Chicago,IL,60651,(773) 278-8601,0,0,0
7848,Whale Fish & Chicken,432 E 87th St,Chicago,IL,60619,(773) 873-7777,0,0,0
7849,Whale Fish & Chicken,4955 W Madison St,Chicago,IL,60644,(773) 921-0889,0,0,0
7850,Whale Fish & Chicken,5650 W Division St,Chicago,IL,60651,(773) 626-3000,0,0,0
7851,Whale Fish & Chicken,7055 S Damen Ave,Chicago,IL,60636,(773) 776-1882,0,0,0
7852,What's Cooking Restaurant,6181 N Lincoln Ave,Chicago,IL,60659,(773) 583-3050,0,0,0
7853,White Castle,10309 S Michigan Ave,Chicago,IL,60628,(773) 995-6618,0,0,0
7854,White Castle,11050 S Halsted St,Chicago,IL,60628,(773) 785-2517,4,1,0
7855,White Castle,1400 W 79th St,Chicago,IL,60620,(773) 651-1763,0,0,0
7856,White Castle,1550 E 79th St,Chicago,IL,60619,(773) 768-2453,0,0,0
7857,White Castle,1550 W Garfield Blvd,Chicago,IL,60609,(773) 471-2114,0,0,0
7858,White Castle,2134 S Wabash Ave,Chicago,IL,60616,(312) 949-0717,0,0,0
7859,White Castle,2348 W Roosevelt Rd,Chicago,IL,60608,(312) 226-9472,0,0,0
7860,White Castle,3132 N Harlem Ave,Chicago,IL,60634,(773) 889-1358,0,0,0
7861,White Castle,3205 S Ashland Ave,Chicago,IL,60608,(773) 523-3456,0,0,0
7862,White Castle,3212 W Addison St,Chicago,IL,60618,(773) 539-2505,0,0,0
7863,White Castle,3457 S King Dr,Chicago,IL,60616,(773) 268-0922,0,0,0
7864,White Castle,3901 W Madison St,Chicago,IL,60624,(773) 722-7568,0,0,0
7865,White Castle,4334 S Kedzie Ave,Chicago,IL,60632,(773) 247-1614,0,0,0
7866,White Castle,4750 W 63rd St,Chicago,IL,60629,(773) 767-6765,0,0,0
7867,White Castle,5618 W North Ave,Chicago,IL,60639,(773) 889-0194,0,0,0
7868,White Castle,5940 N Ridge Ave,Chicago,IL,60660,(773) 271-9638,0,0,0
7869,White Castle,6646 S Halsted St,Chicago,IL,60621,(773) 873-1855,0,0,0
7870,White Castle,6901 S Western Ave,Chicago,IL,60636,(773) 776-0622,0,0,0
7871,White Castle,7550 N Harlem Ave,Chicago,IL,60631,(773) 763-7895,0,0,0
7872,White Castle,7912 S Pulaski Rd,Chicago,IL,60652,(773) 585-1296,0,0,0
7873,White Palace Grill,1159 S Canal St,Chicago,IL,60607,(312) 939-7167,0,0,0
7874,White Palace Hamburger Shop,631 W Madison St,Chicago,IL,60661,(312) 263-9607,0,0,0
7875,Wierchy Restaurant & Lounge,4518 W Fullerton Ave,Chicago,IL,60639,(773) 342-2360,0,0,0
7876,Wilburs Red Hot,6359 W Montrose Ave,Chicago,IL,60634,(773) 282-1111,0,0,0
7877,Wild Turkey Grill,1200 W 111th St,Chicago,IL,60643,(773) 941-4910,0,0,0
7878,Wilde Bar & Restaurant,3130 N Broadway St,Chicago,IL,60657,(773) 244-0404,0,0,0
7879,Wildfire,159 W Erie St,Chicago,IL,60654,(312) 787-9000,0,0,0
7880,Willa's Fifty Yard Line,69 E 75th St,Chicago,IL,60619,(773) 846-0005,0,0,0
7881,Windy City Cafe,1062 W Chicago Ave,Chicago,IL,60642,(312) 492-8010,0,0,0
7882,Windy City Gyros,3932 N Broadway St,Chicago,IL,60613,(773) 975-7335,0,0,0
7883,Windy City Hot Dogs Inc,4205 W 63rd St,Chicago,IL,60629,(773) 581-0332,0,0,0
7884,Windy's Deli,1013 1/2 E 53rd St,Chicago,IL,60615,(773) 288-6505,0,0,0
7885,Wine Insiders,2211 N Elston Ave,Chicago,IL,60614,(773) 235-9463,0,0,0
7886,Wing Chan,2157 S China Pl,Chicago,IL,60616,(312) 791-9389,0,0,0
7887,Wing Chong Restaurant,4077 N Elston Ave,Chicago,IL,60618,(773) 588-3808,0,0,0
7888,Wing Hoe Restaurant,5356 N Sheridan Rd,Chicago,IL,60640,(773) 275-9550,0,0,0
7889,Wing Hoe Restaurant,5356 N Sheridn Rd,Chicago,IL,60640,(773) 275-4550,1,1,0
7890,Wing Hung Chop Suey Restaurant,6220 S Western Ave,Chicago,IL,60636,(773) 436-1338,0,0,0
7891,Wing Wah Lau Restaurant,4340 S Archer Ave,Chicago,IL,60632,(773) 247-1663,0,0,0
7892,Wing Yip Chop Suey Restaurant,537 W 26th St,Chicago,IL,60616,(312) 326-2822,4,1,0
7893,Wings Around The World,510 E 75th St,Chicago,IL,60619,(773) 483-9120,0,0,0
7894,Wings N Fins,1751 E 75th St,Chicago,IL,60649,(773) 256-0800,0,0,0
7895,Wings O' Flavor,3109 N Halsted St,Chicago,IL,60657,(773) 697-7032,0,0,0
7896,Wingstop,1637 N Milwaukee Ave,Chicago,IL,60647,(773) 235-9464,0,0,0
7897,Wingstop,3326 N Western Ave,Chicago,IL,60618,(773) 697-0009,0,0,0
7898,Wingstop,4428 S Pulaski Rd,Chicago,IL,60632,(773) 847-4747,0,0,0
7899,Wingz IT Iz,9106 S Stony Island Ave,Chicago,IL,60617,(773) 734-8750,0,0,0
7900,Wiseguys Pizza Inc,3822 W 111th St,Chicago,IL,60655,(773) 881-9100,0,0,0
7901,Wishbone Restaurant Inc,1001 W Washington Blvd,Chicago,IL,60607,(312) 850-2663,0,0,0
7902,Wishbone Restaurant Inc,3300 N Lincoln Ave,Chicago,IL,60657,(773) 549-2663,4,1,0
7903,Wok Cuisine,4554 N Kedzie Ave,Chicago,IL,60625,(773) 588-8883,5,1,0
7904,Wok N Roll,1408 E 53rd St,Chicago,IL,60615,(773) 643-3500,0,0,0
7905,Wok Out,823 S State St,Chicago,IL,60605,(312) 880-0888,0,0,0
7906,Wok This Way,6607 S Cicero Ave,Chicago,IL,60638,(773) 838-1688,0,0,0
7907,Wokki,818 W Fullerton Av,Chicago,IL,60614,(773) 327-7601,0,0,0
7908,Woks 'N' Things Inc,2234 S Wentworth Ave,Chicago,IL,60616,(312) 842-0701,0,0,0
7909,Woks Up Restaurant,1751 N Sheffield Ave,Chicago,IL,60614,(312) 932-0188,0,0,0
7910,Wolfgang Puck Express,220 E Chicago Ave,Chicago,IL,60611,(312) 397-3863,0,0,0
7911,Wolfgang Puck Express,520 N Dearborn St,Chicago,IL,60654,(312) 822-0785,0,0,0
7912,Wolfy's,2734 W Peterson Ave,Chicago,IL,60659,(773) 743-0207,0,0,0
7913,Won Kow Restaurant,2237 S Wentworth Ave,Chicago,IL,60616,(312) 842-7500,0,0,0
7914,Wonderburger Grill,11045 S Kedzie Ave,Chicago,IL,60655,(773) 238-7200,0,0,0
7915,Wong Yee,1122 W 95th St,Chicago,IL,60643,(773) 238-1863,0,0,0
7916,Wong's Chinese Restaurant,5056 W Irving Park Rd,Chicago,IL,60641,(773) 205-8335,0,0,0
7917,Woo Chon Restaurant,5744 N California Ave,Chicago,IL,60659,(773) 728-8001,0,0,0
7918,Wow Bao Restaurant,845 N Michigan Ave,Chicago,IL,60611,(312) 642-5888,0,0,0
7919,WOW Cafe & Wingery,717 W Maxwell St,Chicago,IL,60607,(312) 997-9969,0,0,0
7920,Wrigley Side,3527 N Clark St,Chicago,IL,60657,(773) 525-5909,0,0,0
7921,Wrigleyville Dog,3735 N Clark St,Chicago,IL,60613,(773) 296-1500,0,0,0
7922,Wrigleyville North,3900 N Sheridan Rd,Chicago,IL,60613,(773) 929-9543,0,0,0
7923,Xavier Players Club,4456 S Western Ave,Chicago,IL,60609,(773) 376-1992,0,0,0
7924,Xcala Lounge,4368 N Milwaukee Ave,Chicago,IL,60641,(773) 427-7300,0,0,0
7925,Xippo,3759 N Damen Ave,Chicago,IL,60618,(773) 529-9135,0,0,0
7926,Xl Manufacturing,2717 W Lawrence Ave,Chicago,IL,60625,(773) 271-8900,0,0,0
7927,Yang,28 E Roosevelt Rd,Chicago,IL,60605,(312) 986-1688,0,0,0
7928,Yassa African & Caribbean,716 E 79th St,Chicago,IL,60619,(773) 488-5599,0,0,0
7929,Yee Heung Sea Food House,225 W Cermak Rd,Chicago,IL,60616,(312) 326-3171,0,0,0
7930,Yellow Rose Cafe,5640 N Elston Ave,Chicago,IL,60646,(773) 631-2297,0,0,0
7931,Yellow Submarine Sandwich Shop,730 N Damen Ave,Chicago,IL,60622,(312) 666-7335,0,0,0
7932,Yen's Chinese Cuisine,2856 N Clark St,Chicago,IL,60657,(773) 549-0707,0,0,0
7933,Yes,5211 N Damen Ave,Chicago,IL,60625,(773) 878-3487,0,0,0
7934,Yo Hozna Cafe,6966 W North Ave,Chicago,IL,60707,(773) 836-1998,0,0,0
7935,Yo Mamma Pizza,633 N Cicero Ave,Chicago,IL,60644,(773) 261-1290,0,0,0
7936,Yogo's Grill,2845 N Broadway St,Chicago,IL,60657,(773) 404-6340,0,0,0
7937,Yon's Deli,300 E Randolph St,Chicago,IL,60601,(312) 228-9601,0,0,0
7938,Ysabel's Grill Asian Cuisine,4908 W Irving Park Rd,Chicago,IL,60641,(773) 481-3781,0,0,0
7939,Yu Shan Restaurant Inc.,17 E Ohio,Chicago,IL,60611,(312) 527-4400,0,0,0
7940,Yuen's Chinese Kitchen,7357 N Clark St,Chicago,IL,60626,(773) 508-5581,4,1,0
7941,Yuki Hana Restaurant,2920 N Clark St,Chicago,IL,60657,(773) 388-1818,0,0,0
7942,Yummy Thai,1418 W Taylor St,Chicago,IL,60607,(312) 633-0003,0,0,0
7943,Yummy Yummy Asian Cuisine Restaurant,2901 N Broadway St,Chicago,IL,60657,(773) 525-6677,0,0,0
7944,Yummy's Grill,5609 W Bloomingdale Ave,Chicago,IL,60639,(773) 622-2439,0,0,0
7945,Zaca Tacos,17 S Wabash Ave,Chicago,IL,60603,(312) 629-9505,2,1,0
7946,Zaca Tacos,3949 W 71st St,Chicago,IL,60629,(773) 582-9701,0,0,0
7947,Zaca Tacos,5925 S Pulaski Rd,Chicago,IL,60629,(773) 581-9481,0,0,0
7948,Zacatecas Restaurant,2934 W Diversey Ave,Chicago,IL,60647,(773) 278-4828,0,0,0
7949,Zachary's for Cocktails,5368 N Milwaukee Ave,Chicago,IL,60630,(773) 792-0933,0,0,0
7950,Zad,3112 N Broadway St,Chicago,IL,60657,(773) 404-3473,0,0,0
7951,Zahrat Al Madaa'en,4503 N Kedzie Ave,Chicago,IL,60625,(773) 279-7200,0,0,0
7952,Zaiqa Indian Restaurants,858 N Orleans St,Chicago,IL,60610,(312) 280-6807,0,0,0
7953,Zakopane,1734 W Division St,Chicago,IL,60622,(773) 486-1559,0,0,0
7954,Zapp Restaurant,2927 W Devon Ave,Chicago,IL,60659,(773) 743-0297,0,0,0
