"id","name","address","city","state","zipcode","phone","rating","reviews","ranking"
1540,"Lake Breeze","1116 W. Thorndale Ave.","Chicago","IL",," 773-271-4689",5,1,14
1541,"Lalibela","5633 N. Ashland Ave.","Chicago","IL",," 773-944-0585",4,1,0
1542,"Lalo's","1960 N. Clybourn Ave.","Chicago","IL",," 773-880-5256",2,14,1
1543,"Lan's Old Town","1507 N. Sedgwick St.","Chicago","IL",," 312-255-9888",3,1,3
1544,"Landmark Grill + Lounge","1633 N. Halsted St.","Chicago","IL",," 312-587-1600",3,13,2
1545,"Lao Beijing","2138 S. Archer Ave.","Chicago","IL",," 312-881-0168",0,0,4
1546,"Lao Shanghai","2163 S. China Pl.","Chicago","IL",," 312-808-0830",4,2,5
1547,"Lao Sze Chuan Restaurant","2172 S. Archer Ave.","Chicago","IL",," 312-326-5040",4,19,6
1548,"Lao You Ju","2002 S. Wentworth Ave.","Chicago","IL",," 312-225-7818",5,2,8
1549,"Las Fuentes","2558 N. Halsted St.","Chicago","IL",," 773-935-2004",2,5,8
1550,"Las Islas Marias","4770 W. Grand Ave.","Chicago","IL",," 773-637-8233",0,0,10
1551,"Las Islas Marias","6635 N. Clark St.","Chicago","IL",," 773-973-4752",1,1,9
1552,"Las Mananitas","3523 N. Halsted St.","Chicago","IL",," 773-528-2109",3,9,11
1553,"Las Palmas","1835 W. North Ave.","Chicago","IL",," 773-289-4991",3,11,0
1554,"Las Palmas","474 Central Ave.","Chicago","IL",," 847-432-7770",0,0,14
1555,"Las Palmas","817 University Pl.","Chicago","IL",," 847-328-2555",3,11,13
1556,"Las Palmas","86 W. Dundee Rd.","Chicago","IL",," 847- 520-8222",0,0,12
1557,"Las Pinatas","1552 N. Wells St.","Chicago","IL",," 312-664-8277",3,8,1
1558,"Las Tablas","2942 N. Lincoln Ave.","Chicago","IL",," 773-871-2414",4,1,3
1559,"Las Tablas","4920 W. Irving Park Rd.","Chicago","IL",," 773-202-0999",0,0,2
1560,"Las Tortugas de San Luis","2105 S. Laramie Ave.","Chicago","IL",," 708-656-0214",0,0,4
1561,"LaSalle Power Co.","500 N. LaSalle Blvd.","Chicago","IL",," 312-661-1122",5,2,5
1562,"Laschet's Inn","2119 W. Irving Park Rd.","Chicago","IL",," 773-478-7915",4,7,6
1563,"Latin American Restaurant and Lounge","2743 W. Division St.","Chicago","IL",," 773-235-7290",0,0,7
1564,"Lawrence's Fisheries","2120 S. Canal St.","Chicago","IL",," 312-225-2113",0,0,9
1565,"Lawry's the Prime Rib","100 E. Ontario St.","Chicago","IL",," 312-787-5000",3,10,10
1566,"Lazo's Tacos","2009 N. Western Ave.","Chicago","IL",," 773-486-3303",0,0,11
1567,"Le Bouchon","1958 N. Damen Ave.","Chicago","IL",," 773-862-6600",3,27,12
1568,"Le Colonial","937 N. Rush St.","Chicago","IL",," 312-255-0088",3,15,13
1569,"Le Fleur de Lis","301 E. 43rd St.","Chicago","IL",," 773-268-8770",0,0,14
1570,"Le Gee Rice and Noodles","1810 W. Montrose Ave.","Chicago","IL",," 773-334-6589",4,2,0
1571,"Le Passage","937 N. Rush St.","Chicago","IL",," 312-255-0022",0,0,9
1572,"Le Peep","1000 W. Washington St.","Chicago","IL",," 312-563-9990",3,5,1
1573,"Le Peep","827 Church St.","Chicago","IL",," 847-328-4880",3,5,2
1574,"Le Petit Paris","260 E. Chestnut St.","Chicago","IL",," 312-787-8260",3,3,3
1575,"Le Titi de Paris","1015 W. Dundee Rd.","Chicago","IL",," 847-506-0222",4,4,4
1576,"Le Vichyssois","220 W. Route 120","Chicago","IL",," 815-385-8221",4,2,5
1577,"Le's Pho","4925 N. Broadway","Chicago","IL",," 773-784-8723",0,0,10
1578,"Lee Wing Wah","2147 S. China Pl.","Chicago","IL",," 312-808-1628",4,2,6
1579,"Lee's Dynasty Chinese Restaurant","4649 N. Damen Ave.","Chicago","IL",," 773-506-8689",0,0,7
1580,"Leland Tap","4662 N Western","Chicago","IL",," (773) 561-4109",0,0,8
1581,"Lem's","311 E. 75th St.","Chicago","IL",," 773-994-2428",5,1,10
1582,"Lemmings Bar","1850 N. Damen Avenue","Chicago","IL",,,0,0,9
1583,"Leo's Coney Island of Chicago","3455 N. Southport Ave.","Chicago","IL",," 773-281-5367",0,0,8
1584,"Leon's BBQ","8249 S. Cottage Grove Ave.","Chicago","IL",," 773-488-4556",0,0,5
1585,"Leon's Famous Ribs","2418 N. Ashland Ave.","Chicago","IL",," 773-975-7427",0,0,6
1586,"Leona's","1236 E. 53rd St.","Chicago","IL",," 773-363-2600",3,5,13
1587,"Leona's","1936 W. Augusta Blvd.","Chicago","IL",," 773- 292-4300",0,0,14
1588,"Leona's","3215 N. Sheffield Ave.","Chicago","IL",," 773-327-8861",3,12,12
1589,"Leona's","3877 N. Elston Ave.","Chicago","IL",," 773-267-7287",0,0,1
1590,"Leona's","6935 N. Sheridan Rd.","Chicago","IL",," 773-764-5757",3,13,4
1591,"Leona's","7443 W. Irving Park Rd.","Chicago","IL",," 773-625-3636",3,1,3
1592,"Leona's","848 W. Madison St.","Chicago","IL",," 708-445-0101",2,1,0
1593,"Leona's","9156 S. Stony Island Ave.","Chicago","IL",," 773-374-9100",0,0,2
1594,"Leonardo's Ristorante","5657 N. Clark St.","Chicago","IL",," 773-561-5028",3,9,11
1595,"Leopold","1450 W. Chicago Ave.","Chicago","IL",," 312-348-1028",0,0,7
1596,"Les Nomades","222 E. Ontario St.","Chicago","IL",," 312-649-9010",4,12,9
1597,"Let Us Be Salad Bar","2468 N. Clark St.","Chicago","IL",," 773-525-2244",0,0,11
1598,"Letizia's Fiore","2456 N. California Ave.","Chicago","IL",," 773-342-4400",0,0,12
1599,"Letizia's Natural Bakery","2144 W. Division St.","Chicago","IL",," 773-342-1011",3,8,13
1600,"Levinson's Bakery","2856 W. Devon Ave.","Chicago","IL",," 773-761-3174",0,0,14
1601,"Liar's Club","1665 W. Fullerton Ave.","Chicago","IL",," 773-665-1110",0,0,0
1602,"Life Line Tropical Island Cuisine & Juice","7247 N. Damen Ave.","Chicago","IL",," 773-262-4818",0,0,2
1603,"Life on Mars","2910 W. Armitage Ave.","Chicago","IL",," 773-489-6277",0,0,3
1604,"Lighthouse Lounge","7301 N. Sheridan Rd.","Chicago","IL",," 773-764-9414",0,0,4
1605,"Lillie's Q","1856 W. North Ave.","Chicago","IL",," 773-772-5500",3,2,5
1606,"Lincoln Park's Noodle House","2428 N. Ashland Ave.","Chicago","IL",," 773-248-6680",3,1,6
1607,"Lincoln Perk","612 W. Wrightwood","Chicago","IL",," 773-544-7375",0,0,7
1608,"Lincoln Restaurant","4008 N. Lincoln Ave.","Chicago","IL",," 773-248-1820",3,9,8
1609,"Lincoln Tap Room","3010 N. Lincoln Ave.","Chicago","IL",," 773-868-0060",0,0,9
1610,"Lindo Michoacan","3148 W. Lawrence Ave.","Chicago","IL",," 773-539-6627",5,1,10
1611,"Lion Head Pub","2251 N. Lincoln Ave.","Chicago","IL",," 773-348-5100",0,0,11
1612,"Lips Asian Bistro & Sushi Bar","3705 N. Southport Ave.","Chicago","IL",," 773-248-5477",3,1,12
1613,"Lito's Empanadas","2566 N. Clark St.","Chicago","IL",," 773-857-1337",0,0,13
1614,"Little Branch Cafe","1251 S. Prairie Ave.","Chicago","IL",," 312-360-0101",3,1,14
1615,"Little Brother's","818 W. Fullerton Ave.","Chicago","IL",," 773-661-6482",3,1,0
1616,"Little Bucharest Bistro","3661 N. Elston Ave.","Chicago","IL",," 773-604-8500",4,3,1
1617,"Little India","1109 W. Bryn Mawr Ave.","Chicago","IL",," 773-728-7012",0,0,2
1618,"Little Jim's Tavern","3501 N. Halsted St.","Chicago","IL",," 773-871-6116",0,0,3
1619,"Little Quiapo","6259 N. McCormick Rd.","Chicago","IL",," 773-279-8861",3,1,4
1620,"Little Szechuan","1900 1st St.","Chicago","IL",," 847-433-7007",4,1,5
1621,"Lizard's Liquid Lounge","3058 W. Irving Park Rd.","Chicago","IL",," 773-463-7599",5,1,6
1622,"Lloyd's","200 W. Madison St.","Chicago","IL",," 312-407-6900",2,5,7
1623,"LM Restaurant","4539 N. Lincoln Ave.","Chicago","IL",," 773-942-7585",3,1,8
1624,"Lockdown Bar & Grill","1024 N. Western Ave.","Chicago","IL",," 773-451-5625",3,2,10
1625,"Lockwood","17 E. Monroe St.","Chicago","IL",," 312-726-7500",0,0,11
1626,"Loft Six Ten","1332 N. Milwaukee Ave.","Chicago","IL",," 773-904-8615",0,0,12
1627,"Logan Bar and Grill","2230 N. California Ave.","Chicago","IL",," 773-252-1110",0,0,13
1628,"Lokal","1904 W. North Ave.","Chicago","IL",," 773-904-8113",3,1,14
1629,"Lone Star Steakhouse","569 E. Roosevelt Rd.","Chicago","IL",," 630-953-9442",0,0,0
1630,"Long Room","1612 W. Irving Park Rd.","Chicago","IL",," 773-665-4500",5,1,1
1631,"Longman & Eagle","2657 N. Kedzie","Chicago","IL",," 773-276-7110",3,2,2
1632,"Loop Tavern","1610 W. Chicago Ave.","Chicago","IL",," 312-226-6740",0,0,3
1633,"Los Moles","3140 N. Lincoln Ave.","Chicago","IL",," 773-935-9620",0,0,4
1634,"Los Nopales","4544 N. Western Ave.","Chicago","IL",," 773-334-3149",3,17,5
1635,"Los Tamales","5735 W. 16th St.","Chicago","IL",," 708-222-3544",0,0,6
1636,"Lottie's Pub","1925 W. Cortland St.","Chicago","IL",," 773-489-0738",0,0,7
1637,"Lou Malnati's Pizzeria","1050 E. Higgins Rd.","Chicago","IL",," 847-439-2000",0,0,12
1638,"Lou Malnati's Pizzeria","1850 Sherman Ave.","Chicago","IL",," 847-328-5400",0,0,9
1639,"Lou Malnati's Pizzeria","439 N. Wells St.","Chicago","IL",," 312-828-9800",3,8,8
1640,"Lou Malnati's Pizzeria","6649 N. Lincoln Ave.","Chicago","IL",," 847-673-0800",4,4,10
1641,"Lou Malnati's Pizzeria","958 W. Wrightwood Ave.","Chicago","IL",," 773-832-4030",3,9,11
1642,"Lou Mitchell's","565 W. Jackson St.","Chicago","IL",," 312- 939-3111",3,12,13
1643,"Lovell's of Lake Forest","915 S. Waukegan Rd.","Chicago","IL",," 847-234-8013",3,4,14
1644,"Lovely Bake Shop","1130 N. Milwaukee Ave.","Chicago","IL",," 773-572-4766",0,0,0
1645,"Loving Hut","5812 N. Broadway","Chicago","IL",," 773-275-8797",4,10,1
1646,"Luc Thang Noodle","1524 N. Ashland Ave.","Chicago","IL",," 773-395-3907",4,1,2
1647,"Lucia's","1825 W. North Ave.","Chicago","IL",," 773-292-9700",4,6,3
1648,"Lucky Horseshoe","3169 N. Halsted St.","Chicago","IL",," 773-404-3169",0,0,4
1649,"Lucky Number","1931 N Milwaukee Ave.","Chicago","IL",," (773) 235-7761",5,1,5
1650,"Lucky Number Grill","1931 N. Milwaukee Ave.","Chicago","IL",," 773-235-7761",5,8,6
1651,"Lucky Platter","514 Main St.","Chicago","IL",," 847-869-4064",3,21,7
1652,"Lucky Strike Lanes","322 E. Illinois","Chicago","IL",," 312-245-8331",0,0,8
1653,"Lucky Vito's Pizzeria","2171 N. Milwaukee Ave.","Chicago","IL",," 773-292-0101",0,0,9
1654,"Lucky's Sandwich Company","3472 N. Clark St.","Chicago","IL",," 773-549-0665",3,4,10
1655,"Luigi?s House at Julian?s Piano Bar","778 N. Route 59 Aurora, IL 60504","Chicago","IL",," 630-375-6400",0,0,11
1656,"Lula Cafe","2537 N. Kedzie Blvd.","Chicago","IL",," 773-489-9554",4,62,12
1657,"Lulu's","804 Davis St.","Chicago","IL",," 847-869-4343",3,12,13
1658,"Lumen","839 W. Fulton Mkt.","Chicago","IL",," 312-733-2222",2,3,14
1659,"Lupita's","700 Main St.","Chicago","IL",," 847-328-2255",3,10,0
1660,"Lutnia","5532 W. Belmont Ave.","Chicago","IL",," 773-282-5335",2,1,1
1661,"Lutz Continental Cafe & Pastry Shop","2458 W. Montrose Ave.","Chicago","IL",," 773-478-7785",3,4,2
1662,"Luxbar","18 E. Bellevue Pl.","Chicago","IL",," 312-642-3400",2,3,3
1663,"Luzzat Restaurant","1505 W. Jarvis Ave.","Chicago","IL",," 773-764-1065",0,0,4
1664,"M Burger","161 E. Huron","Chicago","IL",," 312-254-8500",4,2,6
1665,"M Burger","5 W. Ontario St.","Chicago","IL",," 312-428-3548",0,0,5
1666,"M. Henrietta","1133 W. Granville Ave.","Chicago","IL",," 773-761-9700",0,0,7
1667,"M. Henry","5707 N. Clark St.","Chicago","IL",," 773- 561-1600",3,22,8
1668,"Mabenka","7844 S. Cicero Ave.","Chicago","IL",," 708-423-7679",0,0,9
1669,"Mac and Min's","1045 W. Madison St.","Chicago","IL",," 312-563-1008",0,0,10
1670,"Mac's American Pub","1801 W. Division St.","Chicago","IL",," 773-782-4400",2,2,1
1671,"Macarthur's","5412 W. Madison St.","Chicago","IL",," 773-261-2316",0,0,11
1672,"Macello","1235 W. Lake St.","Chicago","IL",," 312-850-9870",5,1,12
1673,"Machu Picchu","3856 N. Ashland Ave.","Chicago","IL",," 773-472-0471",2,2,13
1674,"Macku Sushi","2239 N. Clybourn Ave.","Chicago","IL",," 773-880-8012",5,3,14
1675,"Macondo Colombian Coffee and Empanadas","2965 N. Lincoln Ave.","Chicago","IL",," 773-698-6867",0,0,0
1676,"Mado","1647 N. Milwaukee Ave.","Chicago","IL",," 773-342-2340",0,0,2
1677,"Maggiano's Little Italy","175 Old Orchard Shopping Center","Chicago","IL",," 847-933-9555",3,8,6
1678,"Maggiano's Little Italy","1901 E. Woodfield Rd.","Chicago","IL",," 847-240-5600",2,7,4
1679,"Maggiano's Little Italy","240 Oakbrook Center","Chicago","IL",," 630-368-0300",3,3,7
1680,"Maggiano's Little Italy","516 N. Clark St.","Chicago","IL",," 312-644-7700",3,13,5
1681,"Maggiano's Restaurant","516 N Clark","Chicago","IL",," 312-644-7700",0,0,3
1682,"Magnolia Cafe","1224 W. Wilson Ave.","Chicago","IL",," 773-728-8785",3,39,8
1683,"Magnum's Prime Steakhouse","1701 W. Golf Rd.","Chicago","IL",," 847-952-8755",0,0,9
1684,"Magnum's Steak and Lobster","777 E. Butterfield Rd.","Chicago","IL",," 630-573-1010",2,1,10
1685,"Mahoney's Pub & Grille","551 N. Ogden Ave.","Chicago","IL",," 312-733-2121",0,0,11
1686,"Maiz","1041 N. California Ave.","Chicago","IL",," 773-276-3149",0,0,12
1687,"Makisu Sushi Lounge & Grill","1725 W. Division St.","Chicago","IL",," 773-697-9535",0,0,13
1688,"Mamacita's","2439 N. Clark St.","Chicago","IL",," 773-404-7788",3,2,14
1689,"Mana Food Bar","1742 W. Division St.","Chicago","IL",," 773-342-1742",0,0,0
1690,"Mandar Inn","2249 S. Wentworth Ave.","Chicago","IL",," 312-842-4014",0,0,1
1691,"Mandarin House","819 Noyes St.","Chicago","IL",," 847-869-4344",3,3,2
1692,"Mandarin Kitchen","2143 S. Archer Ave.","Chicago","IL",," 312-328-0228",4,1,3
1693,"Manee Thai #2","1546 W. Chicago Ave.","Chicago","IL",," 312-733-3339",0,0,4
1694,"Manghal","1805 W. Howard St.","Chicago","IL",," 847-859-2681",3,1,5
1695,"Mangia Roma","1623 N. Halsted St.","Chicago","IL",," 312-475-9801",2,3,6
1696,"Manhattan's Bar and Grill","300 S. Schmale Rd.","Chicago","IL",," 630-871-2991",0,0,7
1697,"Manny's Coffee Shop & Deli","1141 S. Jefferson St.","Chicago","IL",," 312-939-2855",4,9,8
1698,"Manolo's Tamales","5341 S. Kedzie Ave.","Chicago","IL",," 773-436-7029",0,0,9
1699,"Manor","642 N. Clark St.","Chicago","IL",," 312-475-1390",0,0,10
1700,"Manzo's Ristorante","3210 W. Irving Park Rd.","Chicago","IL",," 773-478-3070",0,0,11
1701,"Map Room","1949 N. Hoyne Ave.","Chicago","IL",," 773-252-7636",0,0,12
1702,"Maple Tree Inn","13301 Olde Western Ave.","Chicago","IL",," 708-388-3461",5,1,13
1703,"Mapo Restaurant","1563 N. Naperville Wheaton Rd.","Chicago","IL",," 630-420-1388",0,0,14
1704,"Maravillas","5506 S. Lake Park","Chicago","IL",," 773-643-3155",0,0,0
1705,"Marble","3281 W. Armitage Ave.","Chicago","IL",," 773-252-9652",0,0,1
1706,"Marble Slab Creamery","1241 S. Michigan","Chicago","IL",," 312-447-0633",0,0,2
1707,"Marc Burger","111 N. State St., seventh floor","Chicago","IL",," 312-781-2955",0,0,3
1708,"Marcello's Father & Son","645 W. North Ave.","Chicago","IL",," 312-654-2550",2,4,4
1709,"Marge's Still","1758 N. Sedgwick St.","Chicago","IL",," 312-664-9775",0,0,5
1710,"Margie's Candies","1813 W. Montrose Ave.","Chicago","IL",," 773-348-0400",3,1,8
1711,"Margie's Candies","1960 N. Western Ave.","Chicago","IL",," 773-384-1035",4,11,7
1712,"Margie's Pub","4145 N. Lincoln Ave.","Chicago","IL",," 773-477-1644",0,0,6
1713,"Marie's Pizza & Liquors","4129 W. Lawrence Ave.","Chicago","IL",," 773-725-1812",4,2,10
1714,"Mariegold Bake Shoppe","5752 N. California Ave.","Chicago","IL",," 773-561-1978",0,0,9
1715,"Marigold","4832 N. Broadway St.","Chicago","IL",," 773-293-4653",4,15,11
1716,"Mario's Gold Coast Ristorante","21 W. Goethe St.","Chicago","IL",," 312-944-0299",2,2,0
1717,"Marion Street Cheese Market","100 South Marion Street","Chicago","IL",," 708-725-7200",0,0,12
1718,"Marion Street Cheese Market Cafe","100 S. Marion","Chicago","IL",," 708-725-7200",5,1,13
1719,"Marion Street Grille","189 N. Marion St.","Chicago","IL",," 708-383-1551",3,2,14
1720,"Mark's Chop Suey on Halsted","3343 N. Halsted St.","Chicago","IL",," 773-281-9090",2,1,5
1721,"Market","1113 W. Randolph St.","Chicago","IL",," 312-929-4787",0,0,1
1722,"Markethouse","611 N. Fairbanks Ct.","Chicago","IL",," 312-224-2200",0,0,3
1723,"Marko's Tacos & Cafe","948 W. Newport Ave.","Chicago","IL",," 773-883-6033",0,0,4
1724,"Marquee Lounge","1973 W. Halsted St.","Chicago","IL",," 312-988-7427",0,0,6
1725,"Marrakech Cuisine","1413 N. Ashland Ave.","Chicago","IL",," 773-227-6451",4,3,7
1726,"Marrakech Expresso","4747 N. Damen Ave.","Chicago","IL",," 773-271-4541",5,1,8
1727,"Marrakesh","941 W. Randolph St.","Chicago","IL",," 312-243-1818",3,1,9
1728,"Mart Anthony's","1200 W. Hubbard St.","Chicago","IL",," 312-421-3477",5,2,10
1729,"Martini Bar, Millennium Knickerbocker Hotel","163 E. Walton Pl.","Chicago","IL",," 312-751-8100",0,0,11
1730,"Marty's","1511 W. Balmoral Ave.","Chicago","IL",," 773-561-6425",0,0,13
1731,"Martyrs'","3855 N. Lincoln Ave.","Chicago","IL",," 773-404-9494",4,15,12
1732,"Masouleh","6653 N. Clark St.","Chicago","IL",," 773-262-2227",0,0,14
1733,"Mastro's Steakhouse","520 N. Dearborn St.","Chicago","IL",," 312-521-5100",0,0,0
1734,"Mataam al-Mataam","3222 W. Lawrence Ave.","Chicago","IL",," 773-478-3222",0,0,1
1735,"Matilda","3101 N. Sheffield","Chicago","IL",," 773-883-4400",0,0,2
1736,"Matisse Tavern & Grill","674 W. Diversey Pkwy.","Chicago","IL",," 773-528-6670",0,0,3
1737,"Matsu Shita","5854 N. Lincoln Ave.","Chicago","IL",," 773-728-7274",2,2,4
1738,"Matsuya","3469 N. Clark St.","Chicago","IL",," 773-248-2677",3,12,5
1739,"Maude's Liquor Bar","840 W. Randolph St.","Chicago","IL",," 312-243-9712",5,1,6
1740,"Max's Restaurant, Bakery & Delicatessen","191 Skokie Valley Rd.","Chicago","IL",," 847-831-0600",3,1,9
1741,"Maxine's","4621 N. Clark St.","Chicago","IL",,,0,0,7
1742,"Maxine's Caribbean Spice","1225 E. 87th St.","Chicago","IL",," 773-933-4714",0,0,8
1743,"Maxwell Street Depot","411 W. 31st St.","Chicago","IL",," 312-326-3514",0,0,10
1744,"Maxwell's at the Club","500 N. Kingsbury St.","Chicago","IL",," 312-527-5800",4,1,11
1745,"May Street Cafe","1146 W. Cermak Rd.","Chicago","IL",," 312-421-4442",4,4,12
1746,"Maya del Sol","144 S. Oak Park Ave.","Chicago","IL",," 708-358-9800",3,3,13
1747,"Mayan Palace","2703 N. Halsted St.","Chicago","IL",," 773-935-4200",3,5,14
1748,"Mayan Sol","3830 W. Lawrence Ave.","Chicago","IL",," 773-539-4398",0,0,0
1749,"Maza","2748 N. Lincoln Ave.","Chicago","IL",," 773-929-9600",3,26,1
1750,"MC Bistro","1401 N. Ashland Ave.","Chicago","IL",," 773-489-5600",0,0,2
1751,"McCormick & Schmick's","1 E. Wacker Dr.","Chicago","IL",," 312-923-7226",3,5,3
1752,"McCormick & Schmick's","41 E. Chestnut St.","Chicago","IL",," 312-397-9500",3,12,4
1753,"McGee's Tavern","950 W. Webster Ave.","Chicago","IL",," 773-549-8200",5,1,5
1754,"McNamara's","4328 W. Irving Park Rd.","Chicago","IL",," 773-725-1800",3,1,6
1755,"Me Dee Cafe","4805 N. Damen Ave.","Chicago","IL",," 773-989-4444",4,1,7
1756,"Medi","158 E. Ontario St.","Chicago","IL",," 312-664-1474",3,10,9
1757,"Medici Bakery","1331 E. 57th St.","Chicago","IL",," 773-667-7394",0,0,10
1758,"Medici on 57th","1327 E. 57th St.","Chicago","IL",," 773-667-7394",3,14,11
1759,"Mediterranean Grill","4609 N. Lincoln Ave.","Chicago","IL",," 773-293-9491",4,1,12
1760,"Mei Shung","5511 N. Broadway","Chicago","IL",," 773-728-5778",3,15,14
1761,"Mei's Corner","101 E. Delaware Pl.","Chicago","IL",," 312-573-6288",0,0,1
1762,"Meiji","623 W. Randolph St.","Chicago","IL",," 312-887-9999",3,10,0
1763,"Melanthios Greek Char House","3114 N. Broadway","Chicago","IL",," 773-360-8572",3,4,2
1764,"Meli Cafe & Juice Bar","301 S. Halsted St.","Chicago","IL",," 312-454-0748",3,1,3
1765,"Meli Cafe on Grand","540 N. Wells St.","Chicago","IL",," 312-527-1850",0,0,4
1766,"Mello's","2100 N. Clark St.","Chicago","IL",," 773-296-9600",0,0,5
1767,"Mellow Yellow","1508 E. 53rd St.","Chicago","IL",," 773-667-2000",3,2,6
1768,"MERCADITO","108 W. Kinzie","Chicago","IL",," 312.329.9555",0,0,9
1769,"Mercadito Chicago","108 W. Kinzie St.","Chicago","IL",," 312-329-9555",4,1,10
1770,"Mercat a la Planxa","638 S. Michigan Ave.","Chicago","IL",," 312-765-0524",4,3,11
1771,"Merla's Kitchen","5207 N. Kimball","Chicago","IL",," 773-539-2090",5,1,12
1772,"Merle's #1 Barbecue","1727 Benson Ave.","Chicago","IL",," 847-475-7766",3,14,13
1773,"Merlo la Salumeria","2638 N. Lincoln Ave.","Chicago","IL",," 773-529-0747",3,14,14
1774,"Merlo on Maple","16 W. Maple St.","Chicago","IL",," 312-335-8200",3,6,0
1775,"Meson Sabika","1025 Aurora Ave.","Chicago","IL",," 630-983-3000",4,7,1
1776,"Meson Sabika","310 Happ Rd.","Chicago","IL",," 847-784-9300",3,2,2
1777,"Messners Wrigley Grille","3553 N. Southport Ave.","Chicago","IL",," 773-325-0123",3,3,3
1778,"MetroKlub","733 W. Madison St.","Chicago","IL",," 312-602-2104",0,0,4
1779,"Metropolis Coffee Company","1039 W. Granville Ave.","Chicago","IL",," 773-764-0400",0,0,5
1780,"Mexique","1529 W. Chicago Ave.","Chicago","IL",," 312-850-0288",0,0,6
1781,"Mexx Kitchen at the Whiskey","1015 N. Rush St.","Chicago","IL",," 312-475-0300",0,0,7
1782,"Mi Ciudad","3041 W. Irving Park Rd.","Chicago","IL",," 773-866-2066",4,5,8
1783,"Mi Na Ri","3311 W. Bryn Mawr Ave.","Chicago","IL",," 773-267-3590",0,0,9
1784,"Mi Tierra","1039 W. Belmont Ave.","Chicago","IL",," 773-929-7955",3,8,10
1785,"Mi Tierra","2528 S. Kedzie Ave.","Chicago","IL",," 773-254-7722",0,0,11
1786,"Mia Cucina","56 W. Wilson Ave.","Chicago","IL",," 847-358-4900",1,1,12
1787,"Mia Figlia","5304 W. Devon","Chicago","IL",," 773-792-8300",0,0,13
1788,"Mia Francesca","3311 N. Clark St.","Chicago","IL",," 773-281-3310",3,29,14
1789,"Michael's Steak & Seafood","113 S. Emerson St.","Chicago","IL",," 847-222-1822",0,0,0
1790,"Mickey's Snack Bar","2450 N. Clark St.","Chicago","IL",," 773-435-0007",3,2,1
1791,"Middle East Bakery & Grocery","1512 W. Foster Ave.","Chicago","IL",," 773-561-2224",3,2,2
1792,"Midori","3310 W. Bryn Mawr Ave.","Chicago","IL",," 773-267-9733",4,2,3
1793,"Midtown Kitchen + Bar","203 N. LaSalle St.","Chicago","IL",," 312-379-5086",0,0,4
1794,"Mike Ditka's Restaurant","100 E. Chestnut St.","Chicago","IL",," 312-587-8989",3,6,5
1795,"Miko's Italian Ice","2234 N. Sacramento Ave.","Chicago","IL",," 773-645-9664",0,0,6
1796,"Miko's Italian Ice/Miko's Flip Side","1846 N. Damen Ave.","Chicago","IL",," 773-645-9664",0,0,7
1797,"Mile of Murals Ribbon Cutting, Party and Art Walk","7000 N. Glenwood Ave.","Chicago","IL",," 773-508-5885",0,0,8
1798,"Milk and Honey Cafe","1920 W. Division St.","Chicago","IL",," 773-395-9434",3,6,9
1799,"Mill Race Inn","4 E. State St.","Chicago","IL",," 630-232-2030",0,0,10
1800,"Miller's Pub","134 S. Wabash Ave.","Chicago","IL",," 312-263-4988",3,8,11
1801,"Millrose Brewing Company","45 S. Barrington Rd.","Chicago","IL",," 847-382-7673",4,2,12
1802,"Milwood Bar & Grill","1360 N. Milwaukee Ave.","Chicago","IL",," 773-772-6000",0,0,13
1803,"MingHin Cuisine","2168 S. Archer Ave.","Chicago","IL",," 312-808-1999",0,0,14
1804,"Mio Bento","2245 W. Irving Park Rd.","Chicago","IL",," 773-539-2500",0,0,0
1805,"Mirabell","3454 W. Addison St.","Chicago","IL",," 773-463-1962",4,2,1
1806,"Mirai Sushi","2020 W. Division St.","Chicago","IL",," 773-862-8500",3,56,2
1807,"Miramar Bistro","301 Waukegan Ave.","Chicago","IL",," 847-433-1078",4,2,3
1808,"Misericordia Greenhouse Inn","6300 N. Ridge Ave.","Chicago","IL",," 773-273-4182",0,0,4
1809,"Miska's Wines and Liquors","2156 W. Belmont Ave.","Chicago","IL",," 773-685-8171",0,0,5
1810,"Miss Asia","434 W. Diversey Pkwy.","Chicago","IL",," 773-248-3999",3,1,6
1811,"Miss Lee's Good Food","203 E. Garfield Blvd.","Chicago","IL",," 773-752-5253",5,1,7
1812,"Mista","124 N. LaSalle St.","Chicago","IL",," 312-368-3000",0,0,8
1813,"Mista","2931 N. Broadway","Chicago","IL",," 773-698-6688",0,0,10
1814,"Mista","5351 N. Clark","Chicago","IL",," 773-506-1500",0,0,9
1815,"Mitad del Mundo","2922 W. Irving Park Rd.","Chicago","IL",," 773-866-9454",0,0,11
1816,"Mitch's & Janina Delicatessen","1012 N. Western Ave.","Chicago","IL",," 773-486-0684",4,1,13
1817,"Mitchell's","1953 N. Clybourn Ave.","Chicago","IL",," 773-883-1157",2,7,12
1818,"Mitsuwa Marketplace","100 E. Algonquin Rd.","Chicago","IL",," 847-956-6699",4,1,14
1819,"Mity Nice Grill","835 N. Michigan Ave.","Chicago","IL",," 312-335-4745",3,13,0
1820,"Mixteco Grill","1601 W. Montrose Ave.","Chicago","IL",," 773-868-1601",3,5,1
1821,"Mizu Yakitori & Sushi Lounge","315 W. North Ave.","Chicago","IL",," 312-951-8880",4,1,2
1822,"MK","868 N. Franklin St.","Chicago","IL",," 312-482-9179",4,35,3
1823,"Mocha Cafe","4133 N. Sheridan Rd.","Chicago","IL",," 773-353-0607",0,0,4
